측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
구로구,0.027,32,17
금천구,0.023,26,17
남산,0.035,27,19
노원구,0.024,30,21
도봉구,0.026,28,17
도산대로,0.025,32,21
동대문구,0.029,28,18
동작구,0.023,31,18
동작대로,0.017,31,20
마포구,0.024,28,16
마포아트센터,0.029,24,17
북한산,0.041,18,13
서대문구,0.025,25,13
서울숲,0.024,31,18
서초구,0.024,27,19
성동구,0.027,31,17
성북구,0.024,26,17
세곡,0.018,32,19
송파구,0.024,32,21
시흥대로,0.017,34,20
신촌로,0.017,33,19
양천구,0.024,32,21
영등포구,0.022,31,20
영등포로,0.02,31,19
올림픽공원,0.03,25,19
용산구,,,
은평구,0.027,22,16
자연사박물관,0.034,24,12
정릉로,0.017,29,17
종로,0.023,28,15
종로구,0.027,28,19
중구,0.025,28,17
중랑구,0.03,29,16
천호대로,0.017,38,20
청계천로,0.024,29,17
한강대로,0.018,39,18
항동,0.021,28,16
행주,0.025,28,19
홍릉로,0.024,32,18
화랑로,0.018,26,19
강남구,0.017,35,19
강남대로,0.012,39,18
강동구,0.012,37,20
강변북로,0.01,37,22
강북구,0.023,41,19
강서구,0.016,44,23
공항대로,0.013,45,21
관악구,0.019,37,22
관악산,0.045,39,16
광진구,0.015,34,20
구로구,0.021,44,21
금천구,0.018,38,23
남산,0.027,34,19
노원구,0.017,40,25
도봉구,0.018,37,20
도산대로,0.014,43,23
동대문구,0.02,37,20
동작구,0.019,40,21
동작대로,0.013,42,24
마포구,0.016,37,18
마포아트센터,0.02,33,20
북한산,0.033,28,16
서대문구,0.018,34,15
서울숲,0.014,38,20
서초구,0.016,36,22
성동구,0.016,38,17
성북구,0.015,36,18
세곡,0.015,37,19
송파구,0.015,41,23
시흥대로,0.012,48,23
신촌로,0.01,42,22
양천구,0.016,44,25
영등포구,0.016,42,25
영등포로,0.012,42,21
올림픽공원,0.018,32,20
용산구,,,
은평구,0.018,35,19
자연사박물관,0.023,35,15
정릉로,0.008,39,19
종로,0.014,35,17
종로구,0.018,37,22
중구,0.015,40,19
중랑구,0.019,35,16
천호대로,0.009,45,21
청계천로,0.014,39,19
한강대로,0.011,45,18
항동,0.014,39,20
행주,0.018,37,21
홍릉로,0.014,44,20
화랑로,0.01,34,21
강남구,0.015,35,20
강남대로,0.011,40,19
강동구,0.013,33,20
강변북로,0.012,35,22
강북구,0.027,33,17
강서구,0.016,46,24
공항대로,0.011,47,23
관악구,0.017,36,20
관악산,0.042,34,14
광진구,0.016,32,21
구로구,0.02,43,18
금천구,0.015,38,23
남산,0.021,32,19
노원구,0.017,34,22
도봉구,0.022,33,19
도산대로,0.015,43,24
동대문구,0.019,34,20
동작구,0.016,40,20
동작대로,0.011,39,21
마포구,0.02,34,16
마포아트센터,0.02,29,18
북한산,0.034,23,15
서대문구,0.018,32,13
서울숲,0.016,37,20
서초구,0.019,34,20
성동구,0.014,39,18
성북구,0.019,37,18
세곡,0.011,38,20
송파구,0.013,37,21
시흥대로,0.012,46,22
신촌로,0.01,36,19
양천구,0.016,46,25
영등포구,0.015,38,21
영등포로,0.013,39,20
올림픽공원,0.02,26,19
용산구,,,
은평구,0.019,31,18
자연사박물관,0.024,31,15
정릉로,0.013,34,18
종로,0.015,34,17
종로구,0.018,35,23
중구,0.017,35,18
중랑구,0.024,31,16
천호대로,0.007,46,20
청계천로,0.015,36,19
한강대로,0.01,40,17
항동,0.015,38,19
행주,0.022,36,20
홍릉로,0.014,38,20
화랑로,0.01,29,19
강남구,0.015,29,17
강남대로,0.011,39,21
강동구,0.011,32,18
강변북로,0.011,33,22
강북구,0.023,34,18
강서구,0.015,35,19
공항대로,0.01,40,20
관악구,0.018,30,16
관악산,0.034,34,20
광진구,0.015,29,18
구로구,0.02,36,18
금천구,0.013,30,19
남산,0.024,28,17
노원구,0.019,33,22
도봉구,0.016,36,21
도산대로,0.015,35,22
동대문구,0.016,31,19
동작구,0.014,34,18
동작대로,0.008,34,20
마포구,0.016,29,16
마포아트센터,0.021,28,19
북한산,0.031,23,18
서대문구,0.019,30,13
서울숲,0.015,33,20
서초구,0.016,30,19
성동구,0.017,34,15
성북구,0.017,34,19
세곡,0.009,36,23
송파구,0.013,35,20
시흥대로,0.009,38,20
신촌로,0.011,34,19
양천구,0.013,35,21
영등포구,0.013,31,19
영등포로,0.011,32,18
올림픽공원,0.016,29,20
용산구,,,
은평구,0.019,27,18
자연사박물관,0.024,28,15
정릉로,0.01,32,18
종로,0.014,30,16
종로구,0.016,32,21
중구,0.017,31,17
중랑구,0.023,29,15
천호대로,0.006,42,19
청계천로,0.014,33,18
한강대로,0.012,38,16
항동,0.013,32,16
행주,0.018,31,18
홍릉로,0.013,35,20
화랑로,0.011,31,20
강남구,0.014,28,15
강남대로,0.01,32,14
강동구,0.012,29,16
강변북로,0.01,26,16
강북구,0.02,26,12
강서구,0.013,32,16
공항대로,0.011,38,19
관악구,0.019,28,14
관악산,0.031,23,12
광진구,0.016,26,16
구로구,0.02,30,13
금천구,0.014,27,17
남산,0.021,23,15
노원구,0.016,25,16
도봉구,0.018,26,14
도산대로,0.014,31,17
동대문구,0.018,27,15
동작구,0.015,30,15
동작대로,0.008,31,16
마포구,0.016,27,14
마포아트센터,0.021,23,15
북한산,0.026,12,10
서대문구,0.016,25,12
서울숲,0.012,26,14
서초구,0.017,28,16
성동구,0.015,35,14
성북구,0.017,24,12
세곡,0.011,30,15
송파구,0.014,31,16
시흥대로,0.011,34,17
신촌로,0.01,30,16
양천구,0.015,32,19
영등포구,0.014,29,16
영등포로,0.011,30,16
올림픽공원,0.017,21,14
용산구,,,
은평구,0.015,23,16
자연사박물관,0.02,25,12
정릉로,0.01,28,14
종로,0.014,27,13
종로구,0.017,27,17
중구,0.015,28,15
중랑구,0.02,26,13
천호대로,0.009,38,17
청계천로,0.013,29,15
한강대로,0.011,35,14
항동,0.013,28,13
행주,0.021,26,14
홍릉로,0.014,32,16
화랑로,0.01,25,16
강남구,0.021,25,16
강남대로,0.017,37,21
강동구,0.021,26,16
강변북로,0.013,31,22
강북구,0.025,28,16
강서구,0.021,26,17
공항대로,0.015,32,18
관악구,0.026,24,14
관악산,0.041,26,15
광진구,0.022,25,16
구로구,0.025,32,18
금천구,0.021,25,16
남산,0.026,26,20
노원구,0.023,26,18
도봉구,0.023,29,20
도산대로,0.019,34,22
동대문구,0.024,25,17
동작구,0.022,28,16
동작대로,0.016,28,16
마포구,0.02,25,17
마포아트센터,0.023,27,22
북한산,0.026,25,20
서대문구,0.021,30,13
서울숲,0.019,30,19
서초구,0.022,29,20
성동구,0.022,21,11
성북구,0.021,29,18
세곡,0.018,30,20
송파구,0.021,27,16
시흥대로,0.014,31,17
신촌로,0.014,30,17
양천구,0.021,28,19
영등포구,0.019,26,17
영등포로,0.016,27,17
올림픽공원,0.027,24,18
용산구,,,
은평구,0.022,32,24
자연사박물관,0.027,28,19
정릉로,0.015,27,16
종로,0.02,27,15
종로구,0.022,26,20
중구,0.021,28,17
중랑구,0.037,35,20
천호대로,0.013,38,16
청계천로,0.02,28,16
한강대로,0.015,33,15
항동,0.02,29,15
행주,0.023,27,17
홍릉로,0.02,31,18
화랑로,0.014,24,17
강남구,0.015,23,9
강남대로,0.011,28,8
강동구,0.012,26,9
강변북로,0.013,25,12
강북구,0.017,25,8
강서구,0.015,23,8
공항대로,0.01,29,11
관악구,0.018,22,8
관악산,0.034,20,6
광진구,0.014,23,10
구로구,0.02,23,7
금천구,0.016,19,8
남산,0.02,19,10
노원구,0.011,26,12
도봉구,0.013,27,11
도산대로,0.014,27,12
동대문구,0.016,24,10
동작구,0.016,24,8
동작대로,0.011,27,10
마포구,0.017,23,8
마포아트센터,0.019,20,10
북한산,0.022,14,7
서대문구,0.018,22,9
서울숲,0.016,25,9
서초구,0.016,24,9
성동구,0.017,26,8
성북구,0.013,24,8
세곡,0.014,24,8
송파구,0.017,26,9
시흥대로,0.008,32,10
신촌로,0.012,25,9
양천구,0.015,25,11
영등포구,0.014,23,10
영등포로,0.011,26,9
올림픽공원,0.018,19,9
용산구,,,
은평구,0.016,20,10
자연사박물관,0.021,20,6
정릉로,0.008,26,9
종로,0.011,26,8
종로구,0.016,24,11
중구,0.014,26,10
중랑구,0.018,20,4
천호대로,0.009,35,10
청계천로,0.011,26,9
한강대로,0.011,38,10
항동,0.013,23,9
행주,0.009,23,9
홍릉로,0.011,30,11
화랑로,0.006,25,10
강남구,0.03,19,5
강남대로,0.023,25,3
강동구,0.025,21,5
강변북로,0.025,20,7
강북구,0.031,24,5
강서구,0.026,23,6
공항대로,0.026,25,7
관악구,0.028,21,6
관악산,0.03,21,5
광진구,0.028,20,5
구로구,0.031,23,3
금천구,0.027,21,6
남산,0.031,16,6
노원구,0.029,22,7
도봉구,0.03,23,5
도산대로,0.029,22,5
동대문구,0.031,20,6
동작구,0.027,24,6
동작대로,0.024,22,6
마포구,0.028,20,5
마포아트센터,0.034,18,5
북한산,0.031,14,5
서대문구,0.027,21,8
서울숲,0.03,22,5
서초구,0.03,18,3
성동구,0.03,21,4
성북구,0.029,17,4
세곡,0.026,23,5
송파구,0.031,23,6
시흥대로,0.024,25,7
신촌로,0.023,23,6
양천구,0.027,24,8
영등포구,0.026,21,6
영등포로,0.024,21,6
올림픽공원,0.036,16,4
용산구,,,
은평구,0.028,20,6
자연사박물관,0.035,20,2
정릉로,0.023,21,6
종로,0.029,19,5
종로구,0.03,20,7
중구,0.029,20,5
중랑구,0.034,19,4
천호대로,0.023,30,6
청계천로,0.031,20,5
한강대로,0.022,26,6
항동,0.028,21,6
행주,0.03,20,6
홍릉로,0.027,24,7
화랑로,0.025,20,5
강남구,0.03,28,9
강남대로,0.024,40,6
강동구,0.026,29,8
강변북로,0.025,30,9
강북구,0.035,33,7
강서구,0.031,29,7
공항대로,0.027,38,9
관악구,0.033,29,6
관악산,0.032,28,7
광진구,0.029,30,10
구로구,0.034,34,7
금천구,0.029,30,9
남산,0.033,26,8
노원구,0.034,31,10
도봉구,0.032,30,8
도산대로,0.027,34,8
동대문구,0.033,29,8
동작구,0.029,35,8
동작대로,0.025,35,9
마포구,0.03,29,7
마포아트센터,0.035,26,7
북한산,0.031,23,9
서대문구,0.029,33,13
서울숲,0.029,31,7
서초구,0.031,29,5
성동구,0.031,30,7
성북구,0.031,30,7
세곡,0.026,35,7
송파구,0.03,34,9
시흥대로,0.027,33,10
신촌로,0.023,33,9
양천구,0.03,32,10
영등포구,0.027,30,9
영등포로,0.025,30,9
올림픽공원,0.035,24,6
용산구,,,
은평구,0.027,33,10
자연사박물관,0.037,31,5
정릉로,0.024,29,8
종로,0.03,29,8
종로구,0.031,32,10
중구,0.03,32,8
중랑구,0.036,29,7
천호대로,0.02,42,10
청계천로,0.031,31,8
한강대로,0.021,46,9
항동,0.031,28,7
행주,0.034,29,8
홍릉로,0.028,35,10
화랑로,0.024,31,8
강남구,0.026,22,12
강남대로,0.017,26,10
강동구,0.017,23,13
강변북로,0.024,20,12
강북구,0.031,24,12
강서구,0.031,24,14
공항대로,0.022,31,14
관악구,0.029,24,12
관악산,0.034,23,14
광진구,0.022,21,12
구로구,0.032,27,13
금천구,0.027,23,14
남산,0.033,19,12
노원구,0.027,25,15
도봉구,0.027,24,12
도산대로,0.026,24,14
동대문구,0.03,24,12
동작구,0.027,27,13
동작대로,0.018,28,15
마포구,0.026,24,13
마포아트센터,0.035,20,12
북한산,0.03,16,11
서대문구,0.027,21,14
서울숲,0.025,22,10
서초구,0.026,23,10
성동구,0.027,26,11
성북구,0.029,24,12
세곡,0.015,23,11
송파구,0.026,24,13
시흥대로,0.018,35,16
신촌로,0.022,27,14
양천구,0.032,26,13
영등포구,0.023,26,15
영등포로,0.022,27,15
올림픽공원,0.025,15,9
용산구,0.025,25,13
은평구,0.024,22,16
자연사박물관,0.037,21,10
정릉로,0.021,24,12
종로,0.024,22,12
종로구,0.028,22,14
중구,0.03,23,12
중랑구,0.025,22,10
천호대로,0.012,26,13
청계천로,0.024,24,13
한강대로,0.022,30,13
항동,0.03,27,12
행주,0.034,25,14
홍릉로,0.022,28,15
화랑로,0.013,24,13
강남구,0.02,21,10
강남대로,0.017,22,7
강동구,0.025,22,9
강변북로,0.015,22,10
강북구,0.028,24,10
강서구,0.025,20,9
공항대로,0.023,23,9
관악구,0.027,21,9
관악산,0.042,19,8
광진구,0.024,20,9
구로구,0.028,22,10
금천구,0.023,20,9
남산,0.031,17,9
노원구,0.032,21,11
도봉구,0.027,22,8
도산대로,0.024,23,9
동대문구,0.029,21,10
동작구,0.025,22,9
동작대로,0.017,25,11
마포구,0.025,20,8
마포아트센터,0.032,18,9
북한산,0.028,16,10
서대문구,0.026,19,10
서울숲,0.023,22,8
서초구,0.024,18,7
성동구,0.027,22,8
성북구,0.026,21,8
세곡,0.021,21,8
송파구,0.024,24,10
시흥대로,0.019,26,11
신촌로,0.015,24,10
양천구,0.026,22,11
영등포구,0.024,20,11
영등포로,0.016,24,11
올림픽공원,0.027,16,8
용산구,0.02,20,10
은평구,0.023,22,11
자연사박물관,0.034,17,6
정릉로,0.017,20,9
종로,0.022,19,8
종로구,0.029,20,10
중구,0.026,20,9
중랑구,0.035,20,8
천호대로,0.02,26,9
청계천로,0.023,22,10
한강대로,0.017,27,10
항동,0.019,22,9
행주,0.025,22,10
홍릉로,0.023,30,12
화랑로,0.019,24,9
강남구,0.029,12,4
강남대로,0.014,15,3
강동구,0.027,14,4
강변북로,0.014,10,4
강북구,0.022,15,4
강서구,0.023,14,5
공항대로,0.017,21,8
관악구,0.03,13,4
관악산,0.037,10,4
광진구,0.026,12,3
구로구,0.031,14,4
금천구,0.026,11,5
남산,0.033,9,4
노원구,0.024,14,5
도봉구,0.019,15,4
도산대로,0.024,14,5
동대문구,0.025,14,5
동작구,0.027,14,3
동작대로,0.021,18,6
마포구,0.033,12,4
마포아트센터,0.036,10,3
북한산,0.027,8,5
서대문구,0.031,9,6
서울숲,0.028,12,3
서초구,0.03,9,2
성동구,0.03,15,3
성북구,0.022,12,3
세곡,0.019,15,3
송파구,0.031,14,4
시흥대로,0.012,21,7
신촌로,0.027,14,4
양천구,0.026,14,6
영등포구,0.026,13,5
영등포로,0.022,16,6
올림픽공원,0.035,8,2
용산구,0.024,11,5
은평구,0.025,10,6
자연사박물관,0.043,8,2
정릉로,0.016,15,5
종로,0.015,17,5
종로구,0.026,12,6
중구,0.024,13,5
중랑구,0.033,13,3
천호대로,0.018,18,5
청계천로,0.017,18,6
한강대로,0.018,24,7
항동,0.02,14,6
행주,0.023,16,8
홍릉로,0.022,17,7
화랑로,0.012,18,6
강남구,0.026,11,3
강남대로,0.016,13,3
강동구,0.025,17,4
강변북로,0.033,9,4
강북구,0.022,15,3
강서구,0.026,11,3
공항대로,0.017,18,7
관악구,0.027,12,3
관악산,0.033,7,2
광진구,0.027,12,2
구로구,0.029,14,4
금천구,0.025,10,4
남산,0.032,8,3
노원구,0.029,14,4
도봉구,0.022,14,3
도산대로,0.027,11,5
동대문구,0.027,13,3
동작구,0.024,13,3
동작대로,0.017,14,5
마포구,0.035,11,2
마포아트센터,0.034,8,2
북한산,0.029,7,3
서대문구,0.03,10,5
서울숲,0.031,11,3
서초구,0.029,9,1
성동구,0.033,14,2
성북구,0.023,11,2
세곡,0.023,11,3
송파구,0.028,13,3
시흥대로,0.011,18,5
신촌로,0.027,13,3
양천구,0.024,13,5
영등포구,0.024,13,4
영등포로,0.021,13,4
올림픽공원,0.031,9,2
용산구,0.025,10,4
은평구,0.025,9,5
자연사박물관,0.039,8,1
정릉로,0.015,14,4
종로,0.015,16,4
종로구,0.026,12,4
중구,0.022,13,4
중랑구,0.034,11,2
천호대로,0.02,15,4
청계천로,0.021,14,4
한강대로,0.017,24,6
항동,0.012,11,4
행주,0.023,13,6
홍릉로,0.022,12,4
화랑로,0.012,14,4
강남구,0.022,26,9
강남대로,0.017,27,8
강동구,0.021,28,9
강변북로,0.022,23,9
강북구,0.023,29,9
강서구,0.019,29,8
공항대로,0.014,35,12
관악구,0.025,27,7
관악산,0.026,23,8
광진구,0.023,26,9
구로구,0.025,26,9
금천구,0.019,27,8
남산,0.024,21,9
노원구,0.023,31,11
도봉구,0.021,29,8
도산대로,0.022,27,9
동대문구,0.025,26,9
동작구,0.022,31,9
동작대로,0.017,31,10
마포구,0.025,27,7
마포아트센터,0.026,20,8
북한산,0.023,19,9
서대문구,0.02,24,11
서울숲,0.022,26,9
서초구,0.024,23,7
성동구,0.026,30,7
성북구,0.023,24,8
세곡,0.017,29,8
송파구,0.025,29,11
시흥대로,0.012,37,10
신촌로,0.017,30,9
양천구,0.02,30,10
영등포구,0.018,28,9
영등포로,0.017,29,9
올림픽공원,0.029,17,8
용산구,0.018,27,10
은평구,0.018,24,11
자연사박물관,0.028,22,6
정릉로,0.017,27,9
종로,0.018,27,8
종로구,0.023,27,12
중구,0.021,28,8
중랑구,0.028,27,8
천호대로,0.017,33,10
청계천로,0.021,28,9
한강대로,0.015,36,10
항동,0,28,8
행주,0.023,27,9
홍릉로,0.02,25,10
화랑로,0.016,27,8
강남구,0.021,20,11
강남대로,0.016,19,9
강동구,0.018,19,10
강변북로,0.015,16,11
강북구,0.024,19,9
강서구,0.022,21,13
공항대로,0.022,22,13
관악구,0.027,21,12
관악산,0.042,17,11
광진구,0.019,20,11
구로구,0.028,19,12
금천구,0.027,22,14
남산,0.035,16,10
노원구,0.021,19,11
도봉구,0.022,17,6
도산대로,0.02,17,11
동대문구,0.023,19,11
동작구,0.024,23,12
동작대로,0.019,23,13
마포구,0.027,21,11
마포아트센터,0.027,14,9
북한산,0.027,18,8
서대문구,0.023,17,13
서울숲,0.018,17,8
서초구,0.025,14,6
성동구,0.022,21,10
성북구,0.02,15,9
세곡,0.02,20,8
송파구,0.023,22,12
시흥대로,0.021,27,15
신촌로,0.015,26,12
양천구,0.023,23,15
영등포구,0.021,20,13
영등포로,0.016,22,13
올림픽공원,0.023,12,7
용산구,0.017,18,12
은평구,0.025,17,13
자연사박물관,0.035,16,8
정릉로,0.014,20,10
종로,0.018,19,9
종로구,0.022,17,12
중구,0.02,19,10
중랑구,0.025,19,9
천호대로,0.014,22,11
청계천로,0.022,21,10
한강대로,0.014,26,12
항동,0,24,12
행주,0.022,22,13
홍릉로,0.016,20,12
화랑로,0.016,18,9
강남구,0.015,9,3
강남대로,0.007,16,4
강동구,0.013,14,4
강변북로,0.019,6,4
강북구,0.015,16,4
강서구,0.015,10,4
공항대로,0.012,17,8
관악구,0.016,11,4
관악산,0.03,9,4
광진구,0.017,9,2
구로구,0.019,10,3
금천구,0.013,12,5
남산,0.019,7,3
노원구,0.01,16,7
도봉구,0.013,12,3
도산대로,0.016,10,5
동대문구,0.014,12,4
동작구,0.011,15,5
동작대로,0.008,16,7
마포구,0.023,11,5
마포아트센터,0.022,6,3
북한산,0.02,9,3
서대문구,0.026,6,3
서울숲,0.017,8,2
서초구,0.019,5,2
성동구,0.019,15,3
성북구,0.014,11,5
세곡,0.007,15,3
송파구,0.014,14,6
시흥대로,0.006,22,8
신촌로,0.017,12,4
양천구,0.015,13,7
영등포구,0.014,14,6
영등포로,0.01,14,6
올림픽공원,0.016,7,2
용산구,0.016,10,5
은평구,0.022,10,8
자연사박물관,0.032,6,2
정릉로,0.01,13,4
종로,0.008,13,5
종로구,0.016,9,4
중구,0.014,10,4
중랑구,0.021,10,2
천호대로,0.008,16,5
청계천로,0.012,14,5
한강대로,0.01,15,6
항동,0,12,6
행주,0.012,15,7
홍릉로,0.01,13,7
화랑로,0.006,14,5
강남구,0.006,20,10
강남대로,0.005,20,11
강동구,0.006,21,11
강변북로,0.007,18,12
강북구,0.009,24,10
강서구,0.009,20,12
공항대로,0.004,25,14
관악구,0.013,19,11
관악산,0.035,14,8
광진구,0.007,19,9
구로구,0.015,18,12
금천구,0.011,19,12
남산,0.01,18,11
노원구,0.007,23,12
도봉구,0.007,22,9
도산대로,0.009,23,14
동대문구,0.005,18,10
동작구,0.011,23,12
동작대로,0.006,23,12
마포구,0.009,19,13
마포아트센터,0.011,18,14
북한산,0.012,15,9
서대문구,0.014,19,13
서울숲,0.006,20,10
서초구,0.011,19,10
성동구,0.009,24,9
성북구,0.009,23,11
세곡,0.005,23,10
송파구,0.008,22,12
시흥대로,0.004,31,14
신촌로,0.007,24,12
양천구,0.01,22,14
영등포구,0.009,23,14
영등포로,0.008,20,12
올림픽공원,0.008,15,10
용산구,0.006,20,12
은평구,0.011,19,15
자연사박물관,0.018,18,9
정릉로,0.006,23,10
종로,0.005,20,9
종로구,0.007,20,12
중구,0.007,21,11
중랑구,0.009,21,9
천호대로,0.004,23,10
청계천로,0.006,24,11
한강대로,0.006,30,13
항동,0.002,21,8
행주,0.006,24,12
홍릉로,0.005,22,12
화랑로,0.004,20,10
강남구,0.014,15,7
강남대로,0.012,13,5
강동구,0.013,16,7
강변북로,0.009,15,7
강북구,0.021,15,5
강서구,0.015,13,6
공항대로,0.013,17,9
관악구,0.021,15,6
관악산,0.034,9,5
광진구,0.014,15,6
구로구,0.021,13,5
금천구,0.018,13,6
남산,0.02,11,6
노원구,0.018,15,7
도봉구,0.019,13,4
도산대로,0.015,14,8
동대문구,0.012,8,3
동작구,0.018,16,6
동작대로,0.012,18,9
마포구,0.012,10,3
마포아트센터,0.02,11,6
북한산,0.02,11,6
서대문구,0.018,12,6
서울숲,0.012,13,5
서초구,0.017,10,4
성동구,0.014,16,5
성북구,0.019,11,5
세곡,0.013,15,4
송파구,0.017,16,7
시흥대로,0.012,21,8
신촌로,0.01,26,7
양천구,0.015,15,8
영등포구,0.014,14,7
영등포로,0.01,16,8
올림픽공원,0.015,8,5
용산구,0.012,14,8
은평구,0.019,12,8
자연사박물관,0.022,10,3
정릉로,0.012,16,6
종로,0.014,14,5
종로구,0.018,13,7
중구,0.016,11,5
중랑구,0.017,13,5
천호대로,0.01,21,7
청계천로,0.015,16,7
한강대로,0.01,21,8
항동,0.013,16,7
행주,0.016,14,7
홍릉로,0.014,17,8
화랑로,0.011,16,7
강남구,0.014,7,2
강남대로,0.01,10,4
강동구,0.013,8,2
강변북로,0.019,5,3
강북구,0.018,7,1
강서구,0.012,8,2
공항대로,0.01,12,6
관악구,0.017,10,3
관악산,0.028,5,2
광진구,0.016,6,2
구로구,0.017,10,3
금천구,0.012,9,4
남산,0.016,6,2
노원구,0.017,7,2
도봉구,0.016,9,1
도산대로,0.015,7,4
동대문구,0.016,7,2
동작구,0.013,13,4
동작대로,0.009,14,5
마포구,0.017,10,2
마포아트센터,0.018,6,2
북한산,0.019,4,1
서대문구,0.02,6,2
서울숲,0.017,6,2
서초구,0.016,7,2
성동구,0.019,11,2
성북구,0.017,5,2
세곡,0.009,11,2
송파구,0.013,9,2
시흥대로,0.005,19,7
신촌로,0.014,20,3
양천구,0.012,11,5
영등포구,0.011,12,5
영등포로,0.009,11,5
올림픽공원,0.019,4,1
용산구,0.015,6,3
은평구,0.02,7,3
자연사박물관,0.025,6,2
정릉로,0.011,10,3
종로,0.009,10,3
종로구,0.016,5,2
중구,0.013,6,2
중랑구,0.021,6,1
천호대로,0.01,11,4
청계천로,0.013,10,3
한강대로,0.009,15,5
항동,0.012,10,4
행주,0.014,9,3
홍릉로,0.011,8,4
화랑로,0.008,8,3
강남구,0.036,40,16
강남대로,0.031,38,11
강동구,0.033,40,15
강변북로,0.028,35,13
강북구,0.035,43,17
강서구,0.032,38,13
공항대로,0.033,39,16
관악구,0.045,39,12
관악산,0.047,22,8
광진구,0.032,41,15
구로구,0.04,38,13
금천구,0.034,38,13
남산,0.042,30,10
노원구,0.036,40,16
도봉구,0.033,36,11
도산대로,0.034,38,12
동대문구,0.04,39,13
동작구,0.038,43,15
동작대로,0.034,41,16
마포구,0.036,42,12
마포아트센터,0.044,31,12
북한산,0.039,29,13
서대문구,0.036,33,12
서울숲,0.033,34,12
서초구,0.037,36,11
성동구,0.034,43,13
성북구,0.036,36,13
세곡,0.04,38,12
송파구,0.041,41,17
시흥대로,0.03,48,14
신촌로,0.023,42,14
양천구,0.035,40,15
영등포구,0.033,36,15
영등포로,0.024,39,14
올림픽공원,0.048,31,13
용산구,0.029,38,16
은평구,0.04,38,16
자연사박물관,0.046,34,11
정릉로,0.023,40,14
종로,0.027,38,12
종로구,0.036,41,15
중구,0.029,40,14
중랑구,0.036,40,13
천호대로,0.029,42,14
청계천로,0.032,41,14
한강대로,0.017,48,15
항동,0.026,43,12
행주,0.034,38,15
홍릉로,0.025,39,16
화랑로,0.028,37,13
강남구,0.022,37,19
강남대로,0.02,33,13
강동구,0.016,39,20
강변북로,0.015,35,16
강북구,0.023,43,20
강서구,0.025,38,18
공항대로,0.025,40,20
관악구,0.037,36,16
관악산,0.047,30,13
광진구,0.017,40,19
구로구,0.031,33,16
금천구,0.029,36,16
남산,0.043,28,13
노원구,0.019,39,21
도봉구,0.021,34,15
도산대로,0.022,35,15
동대문구,0.022,38,19
동작구,0.026,40,17
동작대로,0.02,41,19
마포구,0.027,40,17
마포아트센터,0.031,29,16
북한산,0.03,26,15
서대문구,0.027,31,10
서울숲,0.018,36,16
서초구,0.026,33,14
성동구,0.022,40,17
성북구,0.019,38,16
세곡,0.022,35,15
송파구,0.022,39,21
시흥대로,0.02,49,19
신촌로,0.018,41,18
양천구,0.025,39,21
영등포구,0.021,38,19
영등포로,0.015,40,19
올림픽공원,0.023,28,16
용산구,0.017,37,21
은평구,0.037,32,17
자연사박물관,0.041,33,13
정릉로,0.011,42,19
종로,0.015,37,16
종로구,0.021,39,20
중구,0.016,40,18
중랑구,0.025,38,17
천호대로,0.014,43,19
청계천로,0.017,42,20
한강대로,0.011,55,20
항동,,,
행주,0.021,40,21
홍릉로,0.014,42,20
화랑로,0.013,40,18
강남구,0.035,35,22
강남대로,0.028,33,17
강동구,0.033,35,23
강변북로,0.028,36,23
강북구,0.035,40,23
강서구,0.044,38,23
공항대로,0.04,39,24
관악구,0.049,35,20
관악산,0.067,38,20
광진구,0.034,37,23
구로구,0.045,36,21
금천구,0.038,34,21
남산,0.053,33,19
노원구,0.038,39,25
도봉구,0.036,36,20
도산대로,0.036,39,24
동대문구,0.038,36,22
동작구,0.035,38,21
동작대로,0.029,39,22
마포구,0.045,39,21
마포아트센터,0.051,32,22
북한산,0.039,33,21
서대문구,0.041,33,13
서울숲,0.032,43,22
서초구,0.038,33,20
성동구,0.04,39,20
성북구,0.036,37,20
세곡,0.032,36,20
송파구,0.039,36,23
시흥대로,0.026,45,23
신촌로,0.032,38,23
양천구,0.045,38,25
영등포구,0.04,35,23
영등포로,0.031,37,22
올림픽공원,0.038,30,20
용산구,0.029,34,23
은평구,0.052,34,22
자연사박물관,0.054,35,20
정릉로,0.027,37,21
종로,0.026,35,18
종로구,0.035,36,24
중구,0.032,40,22
중랑구,0.045,36,20
천호대로,0.029,41,23
청계천로,0.031,44,21
한강대로,0.018,50,23
항동,,,
행주,0.036,38,23
홍릉로,0.026,37,24
화랑로,0.028,36,20
강남구,0.044,24,12
강남대로,0.033,24,10
강동구,0.037,24,13
강변북로,0.029,26,14
강북구,0.038,28,12
강서구,0.043,26,14
공항대로,0.04,28,14
관악구,0.058,26,13
관악산,0.068,22,11
광진구,0.036,26,12
구로구,0.051,26,13
금천구,0.043,25,13
남산,0.053,22,11
노원구,0.04,25,13
도봉구,0.037,26,9
도산대로,0.043,29,14
동대문구,0.043,24,12
동작구,0.044,27,12
동작대로,0.035,28,16
마포구,0.047,26,11
마포아트센터,0.053,21,13
북한산,0.038,20,11
서대문구,0.035,24,9
서울숲,0.035,25,11
서초구,0.041,19,11
성동구,0.044,27,11
성북구,0.039,24,10
세곡,0.04,24,12
송파구,0.044,25,14
