측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
세곡,0.021,49,32
송파구,0.021,42,26
시흥대로,0.02,46,25
신촌로,0.017,45,29
양천구,0.021,50,34
영등포구,0.021,42,31
영등포로,0.019,42,29
올림픽공원,0.029,39,28
용산구,0.021,43,30
은평구,0.023,46,30
자연사박물관,0.03,43,30
정릉로,0.018,44,31
종로,0.024,44,25
종로구,0.025,41,32
중구,0.027,39,31
중랑구,0.026,41,24
천호대로,0.016,48,28
청계천로,0.026,42,28
한강대로,0.018,55,26
항동,0.027,41,28
행주,0.033,42,26
홍릉로,0.022,39,25
화랑로,0.022,37,26
강남구,0.008,40,24
강남대로,0.006,59,33
강동구,0.008,46,28
강변북로,0.006,47,31
강북구,0.013,44,29
강서구,0.008,50,27
공항대로,0.006,45,30
관악구,0.009,38,25
관악산,0.029,32,22
광진구,0.011,38,27
구로구,0.009,42,24
금천구,0.009,41,29
남산,0.013,38,26
노원구,0.012,43,31
도봉구,0.01,39,29
도산대로,0.007,49,30
동대문구,0.009,41,27
동작구,0.009,47,31
동작대로,0.006,48,29
마포구,0.012,38,25
마포아트센터,0.011,42,26
북한산,0.023,31,24
서대문구,0.013,38,27
서울숲,0.008,30,24
서초구,0.008,41,25
성동구,0.007,43,21
성북구,0.008,47,28
세곡,0.012,52,36
송파구,0.008,42,25
시흥대로,0.006,47,22
신촌로,0.006,44,27
양천구,0.008,47,32
영등포구,0.008,41,28
영등포로,0.007,40,26
올림픽공원,0.011,41,30
용산구,0.007,41,28
은평구,0.012,56,39
자연사박물관,0.015,39,28
정릉로,0.006,45,31
종로,0.006,48,26
종로구,0.007,41,33
중구,0.007,41,31
중랑구,0.012,42,25
천호대로,0.006,51,30
청계천로,0.006,43,31
한강대로,0.006,56,25
항동,0.009,44,29
행주,0.012,43,29
홍릉로,0.005,43,27
화랑로,0.007,39,29
강남구,0.026,30,17
강남대로,0.019,31,16
강동구,0.023,32,19
강변북로,0.019,34,21
강북구,0.03,34,21
강서구,0.027,34,17
공항대로,0.02,35,20
관악구,0.022,28,17
관악산,0.029,29,18
광진구,0.028,28,19
구로구,0.026,27,14
금천구,0.025,31,21
남산,0.031,32,20
노원구,0.028,31,22
도봉구,0.031,24,17
도산대로,0.023,34,20
동대문구,0.029,29,19
동작구,0.024,35,23
동작대로,0.021,34,22
마포구,0.028,26,18
마포아트센터,0.033,30,17
북한산,0.034,22,17
서대문구,0.027,29,18
서울숲,0.025,21,13
서초구,0.025,26,14
성동구,0.02,31,16
성북구,0.026,30,18
세곡,0.024,38,19
송파구,0.024,31,18
시흥대로,0.022,31,18
신촌로,0.019,35,19
양천구,0.024,34,23
영등포구,0.023,29,19
영등포로,0.022,30,19
올림픽공원,0.034,25,18
용산구,0.025,31,21
은평구,0.026,25,18
자연사박물관,0.035,28,18
정릉로,0.02,31,19
종로,0.025,34,19
종로구,0.027,30,23
중구,0.028,31,21
중랑구,0.025,31,18
천호대로,0.017,37,21
청계천로,0.027,32,23
한강대로,0.019,43,19
항동,0.028,28,19
행주,0.033,26,15
홍릉로,0.021,31,20
화랑로,0.022,28,20
강남구,0.032,26,17
강남대로,0.025,33,18
강동구,0.03,30,19
강변북로,0.028,28,20
강북구,0.037,33,21
강서구,0.032,33,17
공항대로,0.024,32,20
관악구,0.029,26,18
관악산,0.037,25,17
광진구,0.037,26,19
구로구,0.031,28,15
금천구,0.033,28,20
남산,0.037,,
노원구,0.035,31,23
도봉구,0.035,23,17
도산대로,0.029,30,18
동대문구,0.035,27,18
동작구,0.033,31,21
동작대로,0.028,29,20
마포구,0.032,24,17
마포아트센터,0.039,27,16
북한산,0.039,23,17
서대문구,0.032,26,17
서울숲,0.033,19,12
서초구,0.031,29,13
성동구,0.025,29,18
성북구,0.033,28,17
세곡,0.032,32,18
송파구,0.031,29,19
시흥대로,0.03,27,18
신촌로,0.025,34,19
양천구,0.026,32,23
영등포구,0.028,27,20
영등포로,0.027,27,19
올림픽공원,0.044,23,17
용산구,0.031,29,22
은평구,0.031,30,20
자연사박물관,0.041,24,17
정릉로,0.026,29,19
종로,0.031,31,18
종로구,0.033,29,22
중구,0.032,27,21
중랑구,0.033,30,18
천호대로,0.024,33,20
청계천로,0.035,29,22
한강대로,0.024,41,18
항동,0.034,27,18
행주,0.039,25,16
홍릉로,0.03,27,19
화랑로,0.028,28,20
강남구,0.032,34,21
강남대로,0.025,44,22
강동구,0.029,40,27
강변북로,0.025,34,25
강북구,0.037,40,27
강서구,0.035,39,21
공항대로,0.027,35,23
관악구,0.03,33,21
관악산,0.037,30,20
광진구,0.036,34,25
구로구,0.031,33,19
금천구,0.033,33,22
남산,0.037,,
노원구,0.036,39,30
도봉구,0.035,29,23
도산대로,0.031,35,24
동대문구,0.034,36,23
동작구,0.034,38,26
동작대로,0.028,36,22
마포구,0.034,30,20
마포아트센터,0.04,34,20
북한산,0.04,29,23
서대문구,0.033,33,22
서울숲,0.032,24,18
서초구,0.031,31,19
성동구,0.025,38,22
성북구,0.032,36,21
세곡,0.033,37,24
송파구,0.03,37,24
시흥대로,0.03,36,21
신촌로,0.024,37,24
양천구,0.03,38,26
영등포구,0.029,33,23
영등포로,0.027,34,23
올림픽공원,0.044,29,22
용산구,0.031,36,26
은평구,0.034,33,25
자연사박물관,0.043,32,23
정릉로,0.026,36,24
종로,0.031,39,23
종로구,0.033,37,28
중구,0.032,34,26
중랑구,0.033,36,24
천호대로,0.027,39,25
청계천로,0.034,39,27
한강대로,0.025,45,22
항동,0.035,34,21
행주,0.039,31,20
홍릉로,0.028,35,25
화랑로,0.028,33,26
강남구,0.021,40,28
강남대로,0.014,54,37
강동구,0.019,46,32
강변북로,0.015,45,34
강북구,0.027,44,32
강서구,0.02,45,27
공항대로,0.015,41,29
관악구,0.021,42,30
관악산,0.046,46,33
광진구,0.025,39,31
구로구,0.02,44,30
금천구,0.019,47,33
남산,0.032,,
노원구,0.023,42,34
도봉구,0.022,37,29
도산대로,0.021,47,34
동대문구,0.018,41,28
동작구,0.022,48,36
동작대로,0.016,47,32
마포구,0.022,37,29
마포아트센터,0.025,43,31
북한산,0.036,32,26
서대문구,0.025,37,30
서울숲,0.022,34,26
서초구,0.019,44,33
성동구,0.018,42,26
성북구,0.02,44,28
세곡,0.022,52,36
송파구,0.023,41,29
시흥대로,0.018,48,29
신촌로,0.015,44,32
양천구,0.017,46,33
영등포구,0.017,41,32
영등포로,0.013,43,32
올림픽공원,0.028,45,36
용산구,0.02,40,30
은평구,0.021,48,35
자연사박물관,0.031,43,30
정릉로,0.015,42,28
종로,0.017,43,29
종로구,0.022,40,32
중구,0.022,39,31
중랑구,0.022,42,29
천호대로,0.016,48,33
청계천로,0.019,43,32
한강대로,0.016,49,26
항동,0.02,42,28
행주,0.025,38,27
홍릉로,0.014,34,26
화랑로,0.014,35,30
강남구,0.022,54,37
강남대로,0.013,69,42
강동구,0.02,60,41
강변북로,0.016,59,42
강북구,0.028,59,41
강서구,0.017,68,40
공항대로,0.012,64,42
관악구,0.02,53,38
관악산,0.047,52,35
광진구,0.026,51,40
구로구,0.018,60,39
금천구,0.017,58,40
남산,0.034,,
노원구,0.022,59,46
도봉구,0.025,53,38
도산대로,0.02,66,43
동대문구,0.022,57,39
동작구,0.019,63,44
동작대로,0.001,65,39
마포구,0.017,54,38
마포아트센터,0.027,59,39
북한산,0.041,44,35
서대문구,0.022,51,37
서울숲,0.021,43,36
서초구,0.018,53,38
성동구,0.017,60,35
성북구,0.023,60,38
세곡,0.016,66,46
송파구,0.023,56,39
시흥대로,0.011,71,36
신촌로,0.016,61,40
양천구,0.015,67,46
영등포구,0.015,57,42
영등포로,0.014,57,39
올림픽공원,0.028,53,42
용산구,0.019,60,41
은평구,0.02,49,38
자연사박물관,0.027,54,37
정릉로,0.017,59,40
종로,0.019,58,37
종로구,0.024,54,42
중구,0.024,56,41
중랑구,0.028,53,36
천호대로,0.014,61,42
청계천로,0.023,55,41
한강대로,0.018,70,35
항동,0.016,61,38
행주,0.029,57,37
홍릉로,0.017,55,38
화랑로,0.015,55,44
강남구,0.024,87,64
강남대로,0.01,104,72
강동구,0.016,92,69
강변북로,0.014,91,71
강북구,0.03,93,72
강서구,0.026,93,62
공항대로,0.014,92,65
관악구,0.021,86,66
관악산,0.049,60,45
광진구,0.02,83,72
구로구,0.02,89,70
금천구,0.018,94,74
남산,0.034,,
노원구,0.024,88,73
도봉구,0.03,80,66
도산대로,0.019,101,76
동대문구,0.026,91,68
동작구,0.025,98,77
동작대로,0.016,99,67
마포구,0.022,81,69
마포아트센터,0.032,92,68
북한산,0.043,64,54
서대문구,0.023,80,66
서울숲,0.021,71,64
서초구,0.021,87,70
성동구,0.018,92,59
성북구,0.022,91,63
세곡,0.015,103,78
송파구,0.017,86,63
시흥대로,0.015,103,63
신촌로,0.017,96,74
양천구,0.023,96,73
영등포구,0.021,85,71
영등포로,0.02,86,68
올림픽공원,0.024,82,69
용산구,0.023,89,71
은평구,0.023,78,63
자연사박물관,0.035,83,66
정릉로,0.015,91,69
종로,0.021,93,67
종로구,0.027,87,73
중구,0.026,88,73
중랑구,0.026,88,65
천호대로,0.01,95,72
청계천로,0.025,91,72
한강대로,0.018,111,59
항동,0.02,86,58
행주,0.027,83,61
홍릉로,0.017,84,66
화랑로,0.013,78,65
강남구,0.017,78,56
강남대로,0.01,94,68
강동구,0.014,83,61
강변북로,0.009,83,63
강북구,0.027,88,64
강서구,0.019,85,58
공항대로,0.013,82,62
관악구,0.017,77,60
관악산,0.057,78,58
광진구,0.019,72,61
구로구,0.016,82,64
금천구,0.017,87,67
남산,0.026,,
노원구,0.021,82,68
도봉구,0.023,75,60
도산대로,0.015,86,67
동대문구,0.021,78,60
동작구,0.02,90,68
동작대로,0.012,87,59
마포구,0.018,71,61
마포아트센터,0.023,83,61
북한산,0.046,68,56
서대문구,0.019,81,65
서울숲,0.016,63,57
서초구,0.016,76,61
성동구,0.014,82,50
성북구,0.017,84,58
세곡,0.014,93,70
송파구,0.01,79,58
시흥대로,0.012,93,54
신촌로,0.011,80,64
양천구,0.017,90,70
영등포구,0.015,79,66
영등포로,0.012,79,60
올림픽공원,0.022,79,65
용산구,0.014,74,59
은평구,0.019,82,63
자연사박물관,0.029,82,65
정릉로,0.011,82,62
종로,0.017,83,59
종로구,0.02,80,66
중구,0.019,83,68
중랑구,0.019,79,57
천호대로,0.011,85,64
청계천로,0.018,81,65
한강대로,0.011,103,53
항동,0.016,84,58
행주,0.022,77,59
홍릉로,0.014,76,59
화랑로,0.013,69,58
강남구,0.023,45,30
강남대로,0.013,55,35
강동구,0.016,53,34
강변북로,0.012,52,35
강북구,0.03,51,33
강서구,0.024,56,31
공항대로,0.016,48,33
관악구,0.022,45,32
관악산,0.048,43,28
광진구,0.02,43,32
구로구,0.023,48,33
금천구,0.021,47,33
남산,0.029,,
노원구,0.021,54,39
도봉구,0.028,50,33
도산대로,0.021,52,36
동대문구,0.023,46,31
동작구,0.024,50,35
동작대로,0.018,48,30
마포구,0.024,40,30
마포아트센터,0.027,48,32
북한산,0.044,38,28
서대문구,0.023,45,30
서울숲,0.033,35,29
서초구,0.023,45,31
성동구,0.016,49,27
성북구,0.018,49,30
세곡,0.016,52,36
송파구,0.016,46,30
시흥대로,0.018,53,29
신촌로,0.015,48,33
양천구,0.022,54,38
영등포구,0.018,47,34
영등포로,0.017,46,32
올림픽공원,0.025,48,35
용산구,0.021,45,32
은평구,0.021,50,31
자연사박물관,0.032,44,31
정릉로,0.012,49,32
종로,0.017,46,29
종로구,0.023,44,33
중구,0.024,44,33
중랑구,0.019,49,30
천호대로,0.014,54,34
청계천로,0.019,45,31
한강대로,0.016,57,28
항동,0.022,46,30
행주,0.031,44,30
홍릉로,0.017,48,32
화랑로,0.013,45,34
강남구,0.01,35,22
강남대로,0.006,52,29
강동구,0.01,37,22
강변북로,0.006,43,27
강북구,0.019,37,23
강서구,0.01,43,23
공항대로,0.007,40,26
관악구,0.009,33,23
관악산,0.033,32,20
광진구,0.012,31,21
구로구,0.01,38,25
금천구,0.008,39,26
남산,0.017,,
노원구,0.011,40,28
도봉구,0.015,37,24
도산대로,0.008,43,28
동대문구,0.012,35,24
동작구,0.01,41,28
동작대로,0.007,40,22
마포구,0.011,31,22
마포아트센터,0.014,38,24
북한산,0.033,25,19
서대문구,0.015,34,24
서울숲,0.005,35,22
서초구,0.01,37,26
성동구,0.008,38,20
성북구,0.01,34,21
세곡,0.008,46,31
송파구,0.008,38,24
시흥대로,0.006,45,22
신촌로,0.007,38,24
양천구,0.01,41,32
영등포구,0.01,35,24
영등포로,0.009,37,23
올림픽공원,0.013,37,27
용산구,0.011,34,23
은평구,0.015,32,22
자연사박물관,0.016,33,25
정릉로,0.006,38,23
종로,0.01,41,22
종로구,0.012,35,26
중구,0.01,35,26
중랑구,0.013,35,20
천호대로,0.006,42,24
청계천로,0.011,38,25
한강대로,0.008,45,22
항동,0.008,43,28
행주,0.015,38,25
홍릉로,0.007,38,24
화랑로,0.008,34,24
강남구,0.017,30,17
강남대로,0.011,35,17
강동구,0.013,35,20
강변북로,0.01,35,21
강북구,0.026,34,20
강서구,0.019,33,16
공항대로,0.012,34,21
관악구,0.015,25,15
관악산,0.037,24,14
광진구,0.017,30,20
구로구,0.019,29,17
금천구,0.017,30,18
남산,0.026,,
노원구,0.019,32,21
도봉구,0.023,32,19
도산대로,0.015,33,20
동대문구,0.02,29,18
동작구,0.017,31,20
동작대로,0.011,32,18
마포구,0.015,25,17
마포아트센터,0.023,31,17
북한산,0.038,21,14
서대문구,0.03,29,19
서울숲,0.015,34,17
서초구,0.02,25,16
성동구,0.013,34,16
성북구,0.015,28,17
세곡,0.013,35,20
송파구,0.013,31,19
시흥대로,0.013,32,16
신촌로,0.011,32,19
양천구,0.018,31,22
영등포구,0.016,27,18
영등포로,0.013,28,18
올림픽공원,0.023,31,21
용산구,0.019,29,19
은평구,0.022,28,18
자연사박물관,0.025,28,18
정릉로,0.009,31,20
종로,0.017,33,17
종로구,0.019,29,21
중구,0.017,28,20
중랑구,0.017,32,19
천호대로,0.011,36,21
청계천로,0.017,32,19
한강대로,0.012,43,18
항동,0.017,31,18
행주,0.021,29,17
홍릉로,0.013,32,20
화랑로,0.011,29,21
강남구,0.02,27,14
강남대로,0.012,39,16
강동구,0.018,30,15
강변북로,0.013,34,18
강북구,0.025,32,17
강서구,0.024,29,11
공항대로,0.013,29,16
관악구,0.017,23,13
관악산,0.035,24,11
광진구,0.022,25,15
구로구,0.021,26,11
금천구,0.019,24,15
남산,0.029,,
노원구,0.023,30,17
도봉구,0.024,30,15
도산대로,0.017,32,16
동대문구,0.022,28,17
동작구,0.022,29,15
동작대로,0.015,30,16
마포구,0.017,24,13
마포아트센터,0.031,26,12
북한산,0.034,22,14
서대문구,0.014,27,16
서울숲,0.018,32,14
서초구,0.024,25,14
성동구,0.016,30,13
성북구,0.019,24,13
세곡,0.015,35,17
송파구,0.016,28,15
시흥대로,0.014,29,14
신촌로,0.016,30,14
양천구,0.02,27,18
영등포구,0.019,25,14
영등포로,0.017,25,14
올림픽공원,0.028,27,15
용산구,0.021,28,16
은평구,0.023,26,15
자연사박물관,0.035,25,13
정릉로,0.013,30,15
종로,0.017,33,15
종로구,0.019,27,18
중구,0.018,27,15
중랑구,0.02,29,14
천호대로,0.013,35,16
청계천로,0.017,29,18
한강대로,0.016,32,14
항동,0.02,26,14
행주,0.023,27,13
홍릉로,0.016,29,16
화랑로,0.015,27,17
강남구,0.03,21,10
강남대로,0.023,29,11
강동구,0.022,25,11
강변북로,0.024,25,13
강북구,0.033,26,11
강서구,0.028,27,10
공항대로,0.024,24,13
관악구,0.021,20,10
관악산,0.041,23,9
광진구,0.03,22,11
구로구,0.026,22,7
금천구,0.027,21,13
남산,0.034,,
노원구,0.028,24,12
도봉구,0.031,25,9
도산대로,0.028,25,12
동대문구,0.031,22,11
동작구,0.029,24,12
동작대로,0.025,25,12
마포구,0.022,19,10
마포아트센터,0.033,24,8
북한산,0.039,20,8
서대문구,0.025,24,13
서울숲,0.029,26,7
서초구,0.032,18,9
성동구,0.023,23,9
성북구,0.028,18,9
세곡,0.028,28,11
송파구,0.026,24,10
시흥대로,0.025,21,10
신촌로,0.02,25,12
양천구,0.025,26,15
영등포구,0.027,22,11
영등포로,0.024,21,11
올림픽공원,0.038,21,11
용산구,0.029,24,12
은평구,0.026,20,10
자연사박물관,0.036,21,9
정릉로,0.024,24,11
종로,0.026,25,10
종로구,0.029,22,13
중구,0.027,22,11
중랑구,0.026,23,11
천호대로,0.021,27,12
청계천로,0.028,22,13
한강대로,0.021,32,12
항동,0.025,21,11
행주,0.026,22,10
홍릉로,0.024,22,12
화랑로,0.022,21,12
강남구,0.033,25,9
강남대로,0.027,36,9
강동구,0.03,29,9
강변북로,0.027,31,11
강북구,0.037,32,11
강서구,0.03,33,9
공항대로,0.022,29,12
관악구,0.024,24,8
관악산,0.037,29,8
광진구,0.037,26,10
구로구,0.031,27,5
금천구,0.033,26,11
남산,0.036,,
노원구,0.036,28,10
도봉구,0.035,31,9
도산대로,0.028,32,10
동대문구,0.036,27,10
동작구,0.032,30,11
동작대로,0.027,29,11
마포구,0.027,23,9
마포아트센터,0.038,29,8
북한산,0.04,23,9
서대문구,0.03,30,10
서울숲,0.033,33,7
서초구,0.034,24,7
성동구,0.024,28,9
성북구,0.034,24,7
세곡,0.033,34,9
송파구,0.029,30,9
시흥대로,0.03,25,9
신촌로,0.023,29,11
양천구,0.027,31,13
영등포구,0.027,26,10
영등포로,0.026,25,10
올림픽공원,0.044,27,8
용산구,0.034,30,12
은평구,0.031,32,11
자연사박물관,0.04,27,9
정릉로,0.028,27,10
종로,0.031,31,9
종로구,0.033,28,12
중구,0.031,28,10
중랑구,0.032,27,9
천호대로,0.025,33,11
청계천로,0.032,26,11
한강대로,0.024,34,10
항동,0.034,24,9
행주,0.037,26,7
홍릉로,0.03,27,11
화랑로,0.03,27,11
강남구,0.032,20,10
강남대로,0.022,30,12
강동구,0.024,26,14
강변북로,0.023,24,13
강북구,0.034,23,12
강서구,0.029,27,12
공항대로,0.02,27,16
관악구,0.024,19,10
관악산,0.039,19,11
광진구,0.032,20,12
구로구,0.03,22,9
금천구,0.03,20,15
남산,0.037,,
노원구,0.03,23,13
도봉구,0.031,23,10
도산대로,0.028,24,12
동대문구,0.036,21,11
동작구,0.029,24,13
동작대로,0.024,24,13
마포구,0.025,19,12
마포아트센터,0.037,22,10
북한산,0.04,16,10
서대문구,0.029,21,14
서울숲,0.029,25,8
서초구,0.032,17,11
성동구,0.023,23,10
성북구,0.029,17,9
세곡,0.025,25,12
송파구,0.027,23,12
시흥대로,0.028,22,11
신촌로,0.022,25,13
양천구,0.026,26,17
영등포구,0.026,22,13
영등포로,0.024,22,13
올림픽공원,0.039,21,12
용산구,0.033,22,13
은평구,0.027,23,13
자연사박물관,0.039,19,11
정릉로,0.022,21,11
종로,0.031,24,11
종로구,0.033,21,13
중구,0.03,22,13
중랑구,0.03,22,11
천호대로,0.021,28,13
청계천로,0.031,21,12
한강대로,0.024,30,12
항동,0.025,22,13
행주,0.032,22,11
홍릉로,0.027,22,12
화랑로,0.022,21,14
강남구,0.03,22,12
강남대로,0.02,31,15
강동구,0.024,24,14
강변북로,0.02,25,15
강북구,0.036,24,14
강서구,0.025,27,13
공항대로,0.021,24,15
관악구,0.023,20,12
관악산,0.039,17,12
광진구,0.033,20,13
구로구,0.028,21,10
금천구,0.029,21,15
남산,0.034,,
노원구,0.032,23,15
도봉구,0.03,23,13
도산대로,0.025,24,14
동대문구,0.032,20,11
동작구,0.03,24,15
동작대로,0.022,25,14
마포구,0.023,20,13
마포아트센터,0.033,22,13
북한산,0.041,17,12
서대문구,0.026,22,17
서울숲,0.03,22,10
서초구,0.031,16,11
성동구,0.028,23,12
성북구,0.031,16,11
세곡,0.025,27,15
송파구,0.027,25,14
시흥대로,0.024,22,12
신촌로,0.017,27,15
양천구,0.023,25,17
영등포구,0.025,22,14
영등포로,0.023,21,14
올림픽공원,0.038,19,13
용산구,0.03,23,15
은평구,0.026,23,14
자연사박물관,0.035,22,14
정릉로,0.022,24,14
종로,0.027,25,13
종로구,0.029,21,15
중구,0.027,22,15
중랑구,0.031,22,13
천호대로,0.02,28,14
청계천로,0.028,23,15
한강대로,0.02,32,14
항동,0.026,21,14
행주,0.032,21,12
홍릉로,0.028,22,14
화랑로,0.023,22,15
강남구,0.033,30,20
강남대로,0.026,35,21
강동구,0.029,34,25
강변북로,0.029,28,21
강북구,0.033,35,25
강서구,0.031,39,22
공항대로,0.026,34,26
관악구,0.024,28,20
관악산,0.039,24,16
광진구,0.037,29,22
구로구,0.031,30,20
금천구,0.032,28,23
남산,0.036,,
노원구,0.032,36,28
도봉구,0.033,29,20
도산대로,0.032,29,21
동대문구,0.035,30,21
동작구,0.032,34,23
동작대로,0.026,34,22
마포구,0.026,30,22
마포아트센터,0.042,28,18
북한산,0.038,23,20
서대문구,0.028,28,25
서울숲,0.033,28,18
서초구,0.034,25,21
성동구,0.031,32,19
성북구,0.031,24,18
세곡,0.027,33,21
송파구,0.031,33,23
시흥대로,0.03,31,20
신촌로,0.028,33,22
양천구,0.029,34,29
영등포구,0.03,29,23
영등포로,0.028,30,22
올림픽공원,0.044,26,21
용산구,0.034,31,24
은평구,0.029,26,22
자연사박물관,0.04,27,21
정릉로,0.025,32,22
종로,0.031,34,22
종로구,0.034,32,26
중구,0.031,32,24
중랑구,0.032,32,22
