측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
중구,9,0.02,0.4,7
종로구,9,0.026,0.3,6
용산구,8,0.024,0.3,4
은평구,5,0.033,0.1,3
서대문구,4,0.031,0.3,2
마포구,9,0.023,0.3,4
광진구,8,0.029,0.4,5
성동구,8,0.026,0.2,5
중랑구,8,0.026,0.3,5
동대문구,9,0.023,0.3,3
성북구,10,0.022,0.5,3
도봉구,9,0.029,0.2,4
강북구,9,0.025,0.3,5
노원구,16,0.033,0.3,5
강서구,7,0.027,0.3,5
구로구,4,0.027,0.1,3
영등포구,10,0.022,0.2,5
동작구,10,0.02,0.3,5
관악구,10,0.022,0.4,4
금천구,6,0.028,0.3,4
양천구,9,0.023,0.3,5
강남구,7,0.022,0.3,6
서초구,6,0.027,0.2,2
송파구,7,0.027,0.3,4
강동구,6,0.021,0.3,5
중구,15,0.027,0.3,10
종로구,13,0.031,0.3,9
용산구,12,0.026,0.3,8
은평구,9,0.033,0.2,6
서대문구,6,0.031,0.3,5
마포구,13,0.027,0.3,8
광진구,13,0.032,0.5,7
성동구,13,0.029,0.3,9
중랑구,14,0.025,0.3,9
동대문구,12,0.029,0.3,6
성북구,13,0.025,0.5,5
도봉구,12,0.024,0.2,8
강북구,15,0.023,0.3,9
노원구,24,0.031,0.3,9
강서구,11,0.03,0.3,8
구로구,9,0.032,0.1,5
영등포구,14,0.026,0.2,8
동작구,16,0.022,0.3,9
관악구,14,0.027,0.4,8
금천구,11,0.027,0.3,8
양천구,14,0.026,0.3,9
강남구,12,0.027,0.3,9
서초구,12,0.033,0.1,5
송파구,13,0.029,0.3,8
강동구,15,0.024,0.3,8
중구,6,0.036,0.3,4
종로구,8,0.04,0.3,4
용산구,7,0.034,0.3,3
은평구,4,0.042,0.2,3
서대문구,4,0.034,0.3,3
마포구,7,0.033,0.3,3
광진구,6,0.043,0.4,2
성동구,7,0.036,0.2,4
중랑구,7,0.033,0.3,4
동대문구,7,0.037,0.3,3
성북구,11,0.031,0.5,2
도봉구,9,0.038,0.2,2
강북구,8,0.031,0.3,4
노원구,24,0.04,0.3,4
강서구,6,0.038,0.3,4
구로구,8,0.037,0.1,2
영등포구,9,0.031,0.2,4
동작구,10,0.03,0.3,4
관악구,9,0.032,0.3,3
금천구,8,0.033,0.3,4
양천구,8,0.034,0.3,4
강남구,7,0.034,0.3,4
서초구,9,0.04,0.1,2
송파구,8,0.037,0.3,3
강동구,6,0.03,0.3,4
중구,14,0.032,0.4,11
종로구,16,0.036,0.4,11
용산구,15,0.031,0.3,11
은평구,13,0.037,0.2,8
서대문구,9,0.035,0.4,7
마포구,16,0.03,0.4,11
광진구,15,0.04,0.5,9
성동구,16,0.035,0.3,12
중랑구,17,0.032,0.4,11
동대문구,16,0.033,0.4,9
성북구,17,0.028,0.6,8
도봉구,16,0.032,0.2,9
강북구,18,0.028,0.3,12
노원구,24,0.036,0.3,10
강서구,18,0.033,0.4,13
구로구,13,0.036,0.1,8
영등포구,18,0.028,0.3,11
동작구,19,0.028,0.3,11
관악구,18,0.03,0.4,10
금천구,17,0.032,0.4,12
양천구,19,0.029,0.4,13
강남구,15,0.033,0.4,12
서초구,16,0.037,0.2,7
송파구,18,0.033,0.4,11
강동구,15,0.028,0.3,10
중구,44,0.041,0.6,32
종로구,42,0.047,0.5,29
용산구,37,0.038,0.5,26
은평구,35,0.053,0.3,27
서대문구,30,0.048,0.5,24
마포구,40,0.045,0.5,33
광진구,33,0.049,0.6,25
성동구,37,0.042,0.5,27
중랑구,38,0.039,0.5,26
동대문구,38,0.047,0.5,26
성북구,39,0.036,0.7,26
도봉구,40,0.042,0.3,24
강북구,36,0.042,0.4,24
노원구,32,0.046,0.4,21
강서구,52,0.046,0.5,33
구로구,39,0.055,0.2,26
영등포구,44,0.047,0.4,30
동작구,40,0.038,0.4,27
관악구,38,0.046,0.5,25
금천구,40,0.041,0.5,28
양천구,51,0.05,0.5,32
강남구,38,0.035,0.5,26
서초구,42,0.05,0.3,23
송파구,35,0.044,0.4,26
강동구,33,0.035,0.5,24
중구,25,0.038,0.4,19
종로구,32,0.046,0.4,20
용산구,33,0.037,0.4,22
은평구,30,0.048,0.3,18
서대문구,25,0.044,0.4,16
마포구,27,0.037,0.4,19
광진구,31,0.052,0.6,19
성동구,30,0.041,0.4,22
중랑구,33,0.041,0.4,21
동대문구,29,0.048,0.4,18
성북구,33,0.04,0.6,19
도봉구,37,0.048,0.3,22
강북구,35,0.041,0.4,21
노원구,23,0.046,0.4,18
강서구,30,0.038,0.4,19
구로구,32,0.045,0.1,17
영등포구,30,0.037,0.4,20
동작구,34,0.038,0.4,21
관악구,32,0.041,0.4,19
금천구,29,0.037,0.4,21
양천구,33,0.036,0.4,20
강남구,30,0.043,0.5,22
서초구,39,0.047,0.3,16
송파구,30,0.035,0.4,20
강동구,30,0.039,0.4,21
중구,14,0.036,0.3,11
종로구,17,0.04,0.4,11
용산구,19,0.027,0.4,12
은평구,19,0.04,0.2,11
서대문구,13,0.038,0.3,8
마포구,16,0.032,0.3,10
광진구,18,0.041,0.5,10
성동구,19,0.03,0.3,13
중랑구,18,0.037,0.4,12
동대문구,15,0.039,0.3,9
성북구,22,0.034,0.4,11
도봉구,22,0.043,0.2,12
강북구,20,0.035,0.3,13
노원구,14,0.041,0.3,11
강서구,14,0.033,0.3,9
구로구,18,0.035,0.1,9
영등포구,17,0.033,0.3,10
동작구,20,0.028,0.3,12
관악구,19,0.031,0.4,10
금천구,17,0.028,0.3,12
양천구,16,0.033,0.3,10
강남구,18,0.034,0.4,13
서초구,21,0.038,0.2,9
송파구,20,0.033,0.4,13
강동구,18,0.03,0.4,14
중구,22,0.044,0.4,18
종로구,24,0.05,0.4,18
용산구,26,0.038,0.4,17
은평구,22,0.05,0.3,16
서대문구,19,0.047,0.4,12
마포구,23,0.04,0.4,16
광진구,26,0.054,0.4,18
성동구,27,0.044,0.4,20
중랑구,28,0.043,0.4,20
동대문구,25,0.046,0.4,17
성북구,27,0.043,0.5,16
도봉구,31,0.053,0.3,19
강북구,28,0.044,0.4,19
노원구,24,0.051,0.4,17
강서구,22,0.04,0.4,16
구로구,28,0.047,0.1,13
영등포구,25,0.042,0.5,17
동작구,29,0.036,0.4,20
관악구,26,0.042,0.5,16
금천구,25,0.033,0.5,19
양천구,24,0.044,0.4,18
강남구,26,0.045,0.4,20
서초구,26,0.051,0.2,13
송파구,28,0.045,0.5,20
강동구,27,0.041,0.4,21
중구,28,0.052,0.4,26
종로구,29,0.058,0.4,22
용산구,30,0.046,0.4,24
은평구,28,0.054,0.3,24
서대문구,23,0.05,0.4,19
마포구,30,0.047,0.4,25
광진구,25,0.063,0.4,20
성동구,28,0.053,0.4,24
중랑구,29,0.05,0.4,22
동대문구,28,0.055,0.4,21
성북구,30,0.049,0.5,22
도봉구,36,0.054,0.3,25
강북구,30,0.045,0.4,23
노원구,27,0.053,0.4,21
강서구,30,0.047,0.4,24
구로구,14,0.058,0.1,20
영등포구,31,0.052,0.4,25
동작구,32,0.046,0.4,24
관악구,33,0.052,0.5,24
금천구,31,0.044,0.4,26
양천구,31,0.051,0.4,25
강남구,27,0.054,0.4,23
서초구,30,0.059,0.2,18
송파구,28,0.055,0.4,22
강동구,25,0.048,0.4,21
중구,19,0.044,0.3,16
종로구,24,0.048,0.3,15
용산구,22,0.038,0.4,15
은평구,19,0.049,0.2,13
서대문구,15,0.046,0.4,11
마포구,25,0.041,0.4,20
광진구,20,0.051,0.4,13
성동구,21,0.043,0.3,15
중랑구,22,0.038,0.4,15
동대문구,20,0.045,0.4,13
성북구,21,0.039,0.4,12
도봉구,28,0.046,0.2,17
강북구,25,0.039,0.3,16
노원구,19,0.046,0.3,13
강서구,23,0.042,0.4,17
구로구,9,0.049,0.1,13
영등포구,24,0.043,0.4,17
동작구,28,0.037,0.3,19
관악구,27,0.044,0.4,16
금천구,24,0.036,0.4,18
양천구,25,0.046,0.4,18
강남구,21,0.045,0.4,16
서초구,26,0.049,0.2,13
송파구,24,0.046,0.4,15
강동구,19,0.038,0.4,14
중구,51,0.037,0.6,40
종로구,52,0.043,0.6,32
용산구,44,0.033,0.5,30
은평구,43,0.044,0.4,33
서대문구,35,0.044,0.5,27
마포구,48,0.038,0.5,36
광진구,39,0.043,0.5,27
성동구,44,0.037,0.4,31
중랑구,49,0.037,0.5,30
동대문구,51,0.039,0.6,36
성북구,50,0.039,0.7,38
도봉구,60,0.049,0.4,44
강북구,54,0.036,0.5,39
노원구,57,0.045,0.6,39
강서구,44,0.038,0.5,31
구로구,36,0.037,0.2,27
영등포구,44,0.033,0.5,33
동작구,48,0.029,0.5,30
관악구,44,0.03,0.5,29
금천구,40,0.026,0.5,30
양천구,47,0.037,0.5,33
강남구,44,0.033,0.5,31
서초구,50,0.036,0.3,25
송파구,43,0.033,0.5,32
강동구,46,0.027,0.5,30
중구,50,0.052,0.6,40
종로구,51,0.059,0.6,34
용산구,50,0.046,0.5,35
은평구,55,0.063,0.4,44
서대문구,46,0.058,0.6,35
마포구,52,0.056,0.5,41
광진구,39,0.052,0.5,27
성동구,44,0.046,0.4,33
중랑구,46,0.045,0.5,30
동대문구,47,0.055,0.5,34
성북구,52,0.047,0.6,37
도봉구,60,0.053,0.3,43
강북구,53,0.048,0.5,34
노원구,42,0.057,0.4,28
강서구,59,0.057,0.5,43
구로구,54,0.066,0.3,36
영등포구,53,0.057,0.6,41
동작구,56,0.043,0.4,35
관악구,54,0.05,0.6,37
금천구,53,0.05,0.5,41
양천구,58,0.062,0.5,43
강남구,43,0.049,0.5,34
서초구,58,0.061,0.4,32
송파구,42,0.047,0.5,32
강동구,41,0.037,0.4,30
중구,17,0.027,0.4,13
종로구,19,0.029,0.4,11
용산구,21,0.021,0.4,11
은평구,19,0.029,0.2,11
서대문구,14,0.028,0.4,10
마포구,20,0.025,0.4,11
광진구,18,0.03,0.4,9
성동구,18,0.025,0.3,12
중랑구,18,0.022,0.4,10
동대문구,17,0.029,0.4,9
성북구,20,0.025,0.5,10
도봉구,24,0.026,0.2,10
강북구,19,0.025,0.3,11
노원구,14,0.031,0.3,9
강서구,21,0.029,0.3,12
구로구,11,0.033,0.2,10
영등포구,20,0.026,0.4,11
동작구,22,0.025,0.3,11
관악구,21,0.029,0.4,12
금천구,21,0.023,0.4,14
양천구,22,0.028,0.4,14
강남구,17,0.028,0.4,12
서초구,19,0.035,0.3,9
송파구,19,0.028,0.4,11
강동구,17,0.022,0.3,9
중구,7,0.039,0.3,5
종로구,9,0.042,0.3,5
용산구,9,0.034,0.3,5
은평구,6,0.044,0.1,4
서대문구,4,0.041,0.3,3
마포구,9,0.033,0.3,4
광진구,9,0.045,0.3,3
성동구,10,0.035,0.3,6
중랑구,10,0.033,0.3,5
동대문구,9,0.036,0.3,3
성북구,11,0.035,0.4,4
도봉구,10,0.043,0.2,3
강북구,9,0.038,0.3,4
노원구,6,0.044,0.3,4
강서구,7,0.036,0.3,5
구로구,5,0.039,0.1,3
영등포구,9,0.031,0.3,4
동작구,11,0.031,0.3,4
관악구,10,0.032,0.3,5
금천구,9,0.031,0.3,6
양천구,10,0.036,0.3,5
강남구,8,0.037,0.3,6
서초구,8,0.043,0.2,4
송파구,10,0.036,0.3,5
강동구,9,0.033,0.3,5
중구,36,0.026,0.6,28
종로구,35,0.034,0.5,24
용산구,35,0.029,0.5,24
은평구,33,0.034,0.3,24
서대문구,27,0.033,0.5,20
마포구,34,0.03,0.5,26
광진구,34,0.038,0.5,24
성동구,34,0.032,0.4,26
중랑구,38,0.029,0.5,25
동대문구,34,0.031,0.4,23
성북구,38,0.027,0.6,24
도봉구,38,0.033,0.3,27
강북구,41,0.027,0.4,27
노원구,33,0.034,0.4,23
강서구,34,0.033,0.5,25
구로구,27,0.035,0.2,22
영등포구,37,0.03,0.5,26
동작구,39,0.028,0.4,24
관악구,37,0.028,0.5,25
금천구,34,0.027,0.5,25
양천구,36,0.032,0.5,27
강남구,33,0.031,0.5,26
서초구,40,0.038,0.4,20
송파구,34,0.03,0.5,24
강동구,35,0.028,0.4,26
중구,27,0.045,0.4,21
종로구,30,0.051,0.4,19
용산구,30,0.038,0.4,20
은평구,28,0.048,0.2,19
서대문구,23,0.045,0.4,15
마포구,27,0.038,0.4,19
광진구,30,0.055,0.5,20
성동구,29,0.046,0.4,22
중랑구,31,0.041,0.4,20
동대문구,29,0.046,0.3,19
성북구,30,0.041,0.5,20
도봉구,36,0.045,0.3,23
강북구,33,0.037,0.4,21
노원구,27,0.046,0.4,18
강서구,26,0.04,0.3,18
구로구,21,0.049,0.1,14
영등포구,28,0.043,0.4,18
동작구,33,0.038,0.3,19
관악구,29,0.045,0.4,18
금천구,27,0.035,0.4,19
양천구,29,0.041,0.4,20
강남구,27,0.051,0.4,21
서초구,33,0.053,0.3,15
송파구,32,0.051,0.4,21
강동구,30,0.041,0.4,21
중구,23,0.044,0.4,17
종로구,25,0.046,0.4,17
용산구,27,0.035,0.4,17
은평구,24,0.045,0.2,15
서대문구,20,0.042,0.5,13
마포구,23,0.037,0.4,15
광진구,26,0.052,0.5,17
성동구,25,0.042,0.4,18
중랑구,28,0.04,0.4,17
동대문구,25,0.042,0.3,15
성북구,30,0.04,0.6,16
도봉구,33,0.046,0.3,20
강북구,28,0.039,0.4,17
노원구,23,0.049,0.4,15
강서구,23,0.039,0.4,15
구로구,17,0.045,0.2,13
영등포구,23,0.039,0.4,15
동작구,27,0.037,0.4,16
관악구,25,0.041,0.5,15
금천구,23,0.034,0.4,16
양천구,24,0.039,0.4,15
강남구,24,0.045,0.4,18
서초구,31,0.05,0.3,14
송파구,28,0.047,0.4,18
강동구,26,0.041,0.4,18
중구,20,0.039,0.4,16
종로구,23,0.042,0.4,14
용산구,21,0.035,0.4,14
은평구,25,0.046,0.3,16
서대문구,21,0.042,0.5,13
마포구,20,0.038,0.4,14
광진구,20,0.05,0.5,13
성동구,21,0.037,0.4,15
중랑구,23,0.035,0.4,15
동대문구,20,0.041,0.3,12
성북구,25,0.038,0.6,15
도봉구,30,0.044,0.3,16
강북구,26,0.039,0.4,17
노원구,21,0.044,0.4,14
강서구,21,0.042,0.3,15
구로구,15,0.047,0.2,11
영등포구,20,0.039,0.4,12
동작구,23,0.035,0.3,13
관악구,22,0.042,0.4,13
금천구,21,0.035,0.4,15
양천구,20,0.039,0.4,12
강남구,18,0.044,0.4,15
서초구,25,0.05,0.3,11
송파구,21,0.043,0.4,14
강동구,20,0.035,0.4,14
중구,13,0.023,0.5,10
종로구,13,0.027,0.4,8
용산구,13,0.023,0.4,8
은평구,14,0.029,0.3,8
서대문구,11,0.031,0.5,7
마포구,17,0.027,0.4,10
광진구,11,0.032,0.5,7
성동구,12,0.025,0.3,8
중랑구,12,0.024,0.4,7
동대문구,12,0.025,0.3,6
성북구,15,0.021,0.6,7
도봉구,17,0.025,0.3,7
강북구,14,0.022,0.4,8
노원구,10,0.026,0.4,6
강서구,14,0.032,0.3,10
구로구,12,0.037,0.2,8
영등포구,17,0.027,0.5,10
동작구,16,0.024,0.3,9
관악구,16,0.032,0.4,9
금천구,16,0.024,0.4,11
양천구,17,0.028,0.4,10
강남구,11,0.026,0.4,8
서초구,14,0.034,0.3,6
송파구,12,0.027,0.3,7
강동구,11,0.021,0.3,7
중구,31,0.025,0.5,24
종로구,34,0.031,0.5,21
용산구,30,0.029,0.4,21
은평구,25,0.039,0.2,17
서대문구,20,0.038,0.5,14
마포구,28,0.03,0.4,20
광진구,28,0.042,0.5,19
성동구,30,0.03,0.3,22
중랑구,33,0.035,0.4,22
동대문구,28,0.031,0.3,19
성북구,30,0.03,0.6,16
도봉구,28,0.038,0.3,17
강북구,33,0.029,0.4,22
노원구,27,0.043,0.3,19
강서구,30,0.03,0.4,21
구로구,22,0.037,0.2,15
영등포구,33,0.026,0.5,22
동작구,35,0.029,0.4,23
관악구,31,0.032,0.4,20
금천구,26,0.032,0.4,20
양천구,31,0.026,0.4,21
강남구,30,0.03,0.4,23
서초구,32,0.036,0.3,15
송파구,31,0.033,0.4,22
강동구,29,0.035,0.3,21
중구,37,0.038,0.4,25
종로구,40,0.047,0.5,24
용산구,45,0.037,0.5,27
은평구,42,0.052,0.3,22
서대문구,35,0.047,0.5,17
마포구,40,0.037,0.5,23
광진구,41,0.052,0.6,25
성동구,41,0.039,0.5,27
중랑구,46,0.041,0.5,26
동대문구,39,0.045,0.4,22
성북구,43,0.046,0.6,21
도봉구,41,0.056,0.3,21
강북구,44,0.051,0.4,25
노원구,41,0.055,0.4,24
강서구,39,0.041,0.4,24
구로구,40,0.047,0.2,21
영등포구,41,0.041,0.5,24
동작구,47,0.041,0.4,26
관악구,45,0.044,0.5,25
금천구,39,0.035,0.4,26
양천구,42,0.041,0.5,23
강남구,40,0.048,0.5,28
서초구,51,0.05,0.4,19
송파구,46,0.056,0.5,29
강동구,44,0.046,0.4,28
중구,36,0.042,0.5,25
종로구,40,0.055,0.4,24
용산구,45,0.042,0.5,26
은평구,37,0.057,0.2,18
서대문구,32,0.051,0.5,16
마포구,39,0.041,0.4,23
광진구,39,0.06,0.6,24
성동구,41,0.045,0.4,28
중랑구,42,0.051,0.4,25
동대문구,40,0.053,0.4,22
성북구,40,0.048,0.5,20
도봉구,35,0.057,0.3,18
강북구,39,0.05,0.4,22
노원구,35,0.056,0.4,21
강서구,36,0.041,0.4,21
구로구,35,0.047,0.2,18
영등포구,39,0.042,0.5,21
동작구,45,0.042,0.4,24
관악구,42,0.044,0.5,23
금천구,37,0.033,0.5,24
양천구,38,0.042,0.4,20
강남구,39,0.062,0.5,26
서초구,50,0.054,0.4,19
송파구,43,0.049,0.5,26
강동구,38,0.047,0.4,24
중구,30,0.044,0.4,24
종로구,33,0.058,0.4,22
용산구,35,0.046,0.4,25
은평구,34,0.06,0.3,23
서대문구,27,0.054,0.5,16
마포구,32,0.044,0.4,22
광진구,34,0.06,0.6,23
성동구,34,0.052,0.4,26
중랑구,36,0.05,0.5,24
동대문구,33,0.055,0.4,21
성북구,36,0.052,0.5,21
도봉구,35,0.059,0.3,21
강북구,36,0.051,0.4,24
노원구,34,0.057,0.4,23
강서구,33,0.046,0.4,23
구로구,31,0.055,0.2,19
영등포구,33,0.051,0.4,22
동작구,38,0.046,0.4,23
관악구,35,0.051,0.4,22
금천구,32,0.046,0.4,22
양천구,35,0.049,0.4,22
강남구,32,0,0.5,24
서초구,40,0.059,0.3,18
송파구,37,0.055,0.5,24
강동구,35,0.049,0.4,24
중구,35,0.039,0.5,26
종로구,38,0.051,0.5,24
용산구,41,0.041,0.5,27
은평구,42,0.054,0.3,25
서대문구,33,0.049,0.6,19
마포구,38,0.042,0.5,24
광진구,37,0.054,0.6,25
성동구,39,0.045,0.5,27
중랑구,40,0.045,0.5,24
동대문구,37,0.047,0.5,22
성북구,39,0.044,0.6,21
도봉구,36,0.052,0.3,21
강북구,41,0.044,0.5,25
노원구,35,0.054,0.4,22
강서구,39,0.046,0.4,26
구로구,35,0.053,0.2,19
영등포구,38,0.048,0.5,24
동작구,42,0.042,0.4,25
관악구,41,0.046,0.5,25
금천구,36,0.043,0.5,24
양천구,40,0.049,0.4,23
강남구,35,0.039,0.5,26
서초구,46,0.054,0.4,19
송파구,40,0.05,0.5,25
강동구,38,0.045,0.4,26
중구,21,0.037,0.4,16
종로구,24,0.046,0.4,15
용산구,25,0.038,0.4,16
은평구,22,0.048,0.2,14
서대문구,19,0.045,0.4,11
마포구,25,0.038,0.4,16
광진구,23,0.054,0.4,15
성동구,25,0.04,0.3,16
중랑구,25,0.037,0.3,15
동대문구,22,0.041,0.4,13
성북구,25,0.038,0.4,12
도봉구,20,0.043,0.2,10
강북구,25,0.037,0.3,15
노원구,20,0.044,0.3,12
강서구,25,0.04,0.3,16
구로구,21,0.046,0.2,12
영등포구,26,0.039,0.4,16
동작구,28,0.038,0.3,16
관악구,27,0.041,0.4,15
금천구,24,0.039,0.4,16
양천구,28,0.041,0.4,15
강남구,23,0.045,0.4,17
서초구,29,0.048,0.3,12
송파구,27,0.048,0.4,17
강동구,23,0.041,0.3,16
중구,30,0.037,0.5,23
종로구,35,0.044,0.5,21
용산구,33,0.034,0.5,20
은평구,40,0.049,0.3,23
서대문구,32,0.044,0.5,20
마포구,32,0.037,0.5,21
광진구,31,0.052,0.5,20
성동구,33,0.043,0.5,23
중랑구,37,0.037,0.5,22
동대문구,33,0.045,0.5,20
성북구,42,0.04,0.5,22
도봉구,35,0.049,0.3,20
강북구,38,0.041,0.4,23
노원구,33,0.05,0.4,22
강서구,37,0.038,0.4,22
구로구,32,0.049,0.2,19
영등포구,34,0.041,0.5,20
동작구,36,0.041,0.4,21
관악구,35,0.045,0.5,20
금천구,32,0.043,0.5,21
양천구,36,0.04,0.4,20
강남구,30,0.042,0.5,20
서초구,40,0.052,0.3,18
송파구,35,0.048,0.4,21
강동구,32,0.042,0.4,21
중구,48,0.045,0.6,38
종로구,51,0.048,0.6,33
용산구,50,0.049,0.6,32
은평구,57,0.068,0.4,38
서대문구,46,0.06,0.7,30
마포구,50,0.051,0.6,37
광진구,46,0.064,0.7,33
성동구,47,0.052,0.6,34
중랑구,53,0.05,0.6,32
동대문구,49,0.058,0.6,32
성북구,55,0.055,0.7,33
도봉구,56,0.067,0.5,39
강북구,62,0.04,0.6,40
노원구,53,0.066,0.6,34
강서구,55,0.053,0.5,37
구로구,47,0.061,0.3,30
영등포구,52,0.053,0.6,33
동작구,50,0.054,0.5,29
관악구,49,0.06,0.6,30
금천구,44,0.057,0.6,30
양천구,57,0.055,0.6,32
강남구,44,0.06,0.6,31
서초구,60,0.071,0.5,26
송파구,47,0.06,0.6,31
강동구,45,0.049,0.5,32
중구,50,0.064,0.6,40
종로구,53,0.069,0.6,37
용산구,58,0.074,0.6,37
은평구,61,0.094,0.4,39
서대문구,50,0.086,0.7,31
마포구,53,0.076,0.6,39
광진구,50,0.099,0.6,37
성동구,52,0.08,0.5,39
중랑구,56,0.074,0.6,37
동대문구,51,0.083,0.6,35
성북구,57,0.078,0.7,35
도봉구,50,0.085,0.4,32
강북구,58,0.05,0.5,37
노원구,49,0.087,0.5,32
강서구,58,0.068,0.5,40
구로구,57,0.093,0.3,32
영등포구,55,0.082,0.6,37
동작구,60,0.071,0.5,37
관악구,55,0.083,0.6,35
금천구,53,0.078,0.6,38
양천구,58,0.086,0.6,35
강남구,49,0.089,0.6,36
서초구,67,0.095,0.4,30
송파구,53,0.092,0.5,38
강동구,53,0.08,0.5,37
중구,23,0.036,0.4,15
종로구,26,0.036,0.4,15
용산구,27,0.036,0.4,13
은평구,29,0.045,0.2,15
서대문구,23,0.044,0.4,11
마포구,25,0.039,0.3,12
광진구,25,0.053,0.4,13
성동구,25,0.041,0.3,16
중랑구,27,0.039,0.4,14
동대문구,25,0.044,0.4,12
성북구,31,0.042,0.5,13
도봉구,26,0.047,0.2,12
강북구,30,0.03,0.4,15
노원구,27,0.052,0.4,14
강서구,27,0.036,0.3,13
구로구,26,0.05,0.1,11
영등포구,27,0.042,0.3,13
동작구,23,0.034,0.3,13
관악구,27,0.044,0.4,12
금천구,24,0.04,0.3,14
양천구,27,0.043,0.3,13
강남구,23,0.046,0.4,14
서초구,32,0.051,0.2,12
송파구,26,0.046,0.3,15
강동구,27,0.038,0.3,7
중구,36,0.042,0.4,26
종로구,38,0.043,0.4,22
용산구,37,0.043,0.4,22
은평구,40,0.057,0.3,23
서대문구,34,0.053,0.5,18
마포구,39,0.046,0.4,21
광진구,36,0.061,0.5,24
성동구,37,0.048,0.4,25
중랑구,40,0.045,0.4,23
동대문구,35,0.052,0.4,20
성북구,37,0.047,0.5,21
도봉구,35,0.053,0.3,20
강북구,42,0.034,0.4,22
노원구,35,0.057,0.4,19
강서구,40,0.04,0.3,19
구로구,38,0.056,0.2,21
영등포구,39,0.05,0.3,22
동작구,0,0.04,0.3,24
관악구,40,0.05,0.4,21
금천구,37,0.048,0.4,23
양천구,43,0.049,0.4,21
강남구,36,0.055,0.4,22
서초구,42,0.058,0.3,20
송파구,37,0.053,0.4,24
강동구,41,0.042,0.4,24
중구,49,0.05,0.5,28
종로구,57,0.053,0.5,28
용산구,53,0.052,0.5,26
은평구,56,0.07,0.3,24
서대문구,45,0.065,0.5,20
마포구,50,0.055,0.4,25
광진구,49,0.067,0.5,27
성동구,49,0.056,0.4,29
중랑구,54,0.056,0.4,25
동대문구,49,0.064,0.5,24
성북구,55,0.061,0.5,25
도봉구,55,0.069,0.3,23
강북구,60,0.044,0.4,25
노원구,52,0.073,0.4,23
강서구,54,0.052,0.4,25
구로구,54,0.065,0.2,21
영등포구,53,0.059,0.4,24
동작구,0,0.047,0.4,25
관악구,51,0.057,0.5,25
금천구,45,0.055,0.5,26
양천구,53,0.06,0.5,24
강남구,49,0.057,0.5,26
서초구,55,0.061,0.4,20
송파구,49,0.057,0.5,28
강동구,48,0.047,0.4,27
중구,41,0.02,0.5,23
종로구,47,0.021,0.6,22
용산구,46,0.018,0.5,20
은평구,50,0.028,0.3,20
서대문구,39,0.026,0.6,17
마포구,41,0.021,0.4,19
광진구,43,0.028,0.6,23
성동구,43,0.02,0.5,24
중랑구,47,0.022,0.5,22
동대문구,43,0.025,0.5,20
성북구,49,0.027,0.6,21
도봉구,45,0.032,0.3,20
강북구,52,0.024,0.4,21
노원구,46,0.033,0.4,20
강서구,46,0.022,0.4,21
구로구,33,0.026,0.2,15
영등포구,40,0.023,0.4,18
동작구,49,0.023,0.4,21
관악구,44,0.026,0.5,19
금천구,39,0.023,0.5,20
양천구,42,0.024,0.5,19
강남구,40,0.026,0.5,19
서초구,51,0.034,0.4,17
송파구,44,0.024,0.5,23
강동구,46,0.02,0.5,22
중구,25,0.029,0.3,18
종로구,31,0.028,0.4,19
용산구,31,0.027,0.3,17
은평구,26,0.038,0.2,15
서대문구,24,0.031,0.4,13
마포구,28,0.031,0.3,16
광진구,28,0.041,0.4,18
성동구,29,0.031,0.3,21
중랑구,32,0.031,0.3,17
동대문구,27,0.034,0.3,15
성북구,29,0.032,0.5,14
도봉구,26,0.037,0.3,13
강북구,33,0.024,0.3,16
노원구,28,0.034,0.3,15
강서구,30,0.028,0.3,17
구로구,16,0.038,0.1,14
영등포구,29,0.029,0.3,17
동작구,32,0.03,0.3,17
관악구,29,0.032,0.4,16
금천구,27,0.031,0.3,17
양천구,31,0.033,0.3,17
강남구,28,0.036,0.3,18
서초구,29,0.049,0.2,14
송파구,31,0.036,0.4,20
강동구,31,0.026,0.3,17
중구,41,0.028,0.4,24
종로구,48,0.034,0.5,26
용산구,46,0.032,0.4,25
은평구,43,0.049,0.3,21
서대문구,43,0.044,0.5,21
마포구,43,0.032,0.4,23
광진구,45,0.041,0.5,25
성동구,46,0.034,0.4,29
중랑구,48,0.038,0.4,25
동대문구,43,0.039,0.5,23
성북구,45,0.037,0.5,22
도봉구,41,0.049,0.3,20
강북구,47,0.033,0.4,25
노원구,45,0.046,0.4,23
강서구,47,0.028,0.4,23
구로구,32,0.037,0.3,17
영등포구,45,0.031,0.5,22
동작구,47,0.035,0.4,24
관악구,45,0.036,0.5,22
금천구,40,0.031,0.4,23
양천구,45,0.033,0.4,22
강남구,44,0.035,0.4,25
서초구,49,0.045,0.3,18
송파구,46,0.036,0.5,26
강동구,46,0.035,0.4,27
중구,43,0.039,0.4,24
종로구,52,0.041,0.4,25
용산구,52,0.039,0.4,24
은평구,50,0.054,0.2,22
서대문구,51,0.049,0.4,23
마포구,47,0.039,0.4,22
광진구,47,0.052,0.5,24
성동구,45,0.038,0.4,25
중랑구,49,0.048,0.4,24
동대문구,44,0.049,0.4,22
성북구,45,0.048,0.5,21
도봉구,45,0.057,0.2,20
강북구,47,0.037,0.4,24
