측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
광진구,37,0.028,0.5,28
성동구,37,0.03,0.5,28
중랑구,41,0.028,0.5,28
동대문구,33,0.029,0.5,24
성북구,34,0.032,0.5,27
도봉구,34,0.039,0.5,27
강북구,44,0.032,0.4,32
노원구,36,0.028,0.5,33
강서구,41,0.031,0.5,27
구로구,38,0.034,0.3,29
영등포구,37,0.027,0.5,28
동작구,46,0.026,0.4,34
관악구,40,0.027,0.5,27
금천구,40,0.028,0.5,31
양천구,42,0.029,0.5,32
강남구,36,0.033,0.5,28
서초구,44,0.037,0.3,29
송파구,39,0.032,0.8,31
강동구,42,0.029,0.5,34
중구,43,0.012,0.7,37
종로구,45,0.011,0.7,32
용산구,42,0.013,0.6,30
은평구,42,0.015,0.5,31
서대문구,45,0.012,0.8,35
마포구,42,0.011,0.6,35
광진구,45,0.011,0.6,34
성동구,43,0.013,0.6,32
중랑구,46,0.01,0.7,31
동대문구,42,0.011,0.7,29
성북구,43,0.011,0.7,30
도봉구,41,0.014,0.7,33
강북구,47,0.015,0.6,33
노원구,39,0.011,0.7,34
강서구,50,0.016,0.6,33
구로구,52,0.019,0.5,43
영등포구,44,0.014,0.7,35
동작구,52,0.014,0.6,39
관악구,47,0.013,0.7,32
금천구,47,0.015,0.6,36
양천구,49,0.017,0.7,36
강남구,41,0.014,0.7,31
서초구,61,0.019,0.5,41
송파구,43,0.014,1,32
강동구,45,0.011,0.5,34
중구,19,0.02,0.5,16
종로구,24,0.016,0.6,17
용산구,21,0.017,0.5,14
은평구,20,0.022,0.4,15
서대문구,20,0.02,0.5,16
마포구,23,0.013,0.5,18
광진구,26,0.013,0.5,19
성동구,23,0.016,0.5,15
중랑구,25,0.014,0.5,16
동대문구,22,0.015,0.5,14
성북구,24,0.016,0.5,17
도봉구,22,0.021,0.5,18
강북구,24,0.018,0.5,16
노원구,20,0.015,0.5,18
강서구,25,0.019,0.5,18
구로구,27,0.022,0.4,23
영등포구,23,0.015,0.5,17
동작구,27,0.015,0.5,18
관악구,24,0.015,0.6,15
금천구,22,0.016,0.5,17
양천구,27,0.02,0.5,19
강남구,22,0.017,0.5,16
서초구,32,0.021,0.4,23
송파구,23,0.015,0.8,16
강동구,25,0.013,0.5,18
중구,24,0.006,0.6,20
종로구,25,0.005,0.7,18
용산구,24,0.006,0.5,16
은평구,25,0.008,0.4,17
서대문구,25,0.007,0.6,19
마포구,22,0.006,0.6,17
광진구,26,0.004,0.5,18
성동구,24,0.006,0.5,17
중랑구,25,0.007,0.5,16
동대문구,22,0.006,0.6,14
성북구,26,0.006,0.6,16
도봉구,22,0.008,0.5,18
강북구,26,0.009,0.5,18
노원구,20,0.007,0.6,18
강서구,30,0.006,0.6,20
구로구,31,0.01,0.4,26
영등포구,24,0.006,0.6,18
동작구,29,0.008,0.5,21
관악구,27,0.008,0.6,17
금천구,28,0.007,0.5,21
양천구,31,0.006,0.6,21
강남구,24,0.006,0.6,16
서초구,31,0.011,0.4,24
송파구,25,0.006,0.9,17
강동구,27,0.005,0.5,19
중구,11,0.022,0.4,8
종로구,13,0.019,0.5,8
용산구,12,0.024,0.3,6
은평구,12,0.021,0.3,5
서대문구,11,0.022,0.5,5
마포구,14,0.015,0.4,8
광진구,10,0.022,0.4,4
성동구,12,0.021,0.4,7
중랑구,12,0.036,0.4,6
동대문구,12,0.018,0.4,5
성북구,15,0.02,0.3,6
도봉구,11,0.024,0.4,6
강북구,12,0.02,0.4,7
노원구,11,0.019,0.4,9
강서구,15,0.019,0.4,8
구로구,14,0.019,0.3,10
영등포구,15,0.015,0.4,8
동작구,17,0.016,0.4,7
관악구,16,0.017,0.4,7
금천구,15,0.016,0.4,10
양천구,16,0.019,0.5,8
강남구,12,0.022,0.4,5
서초구,13,0.025,0.2,8
송파구,14,0.019,0.5,7
강동구,11,0.023,0.3,7
중구,16,0.023,0.5,11
종로구,18,0.018,0.6,11
용산구,19,0.021,0.4,9
은평구,15,0.022,0.3,7
서대문구,16,0.022,0.6,9
마포구,18,0.016,0.5,9
광진구,18,0.019,0.5,9
성동구,19,0.019,0.4,11
중랑구,19,0.031,0.4,9
동대문구,16,0.018,0.5,7
성북구,20,0.021,0.4,9
도봉구,13,0.024,0.5,8
강북구,17,0.021,0.4,9
노원구,14,0.019,0.5,11
강서구,19,0.02,0.4,10
구로구,18,0.022,0.3,13
영등포구,20,0.016,0.5,10
동작구,22,0.016,0.4,12
관악구,18,0.016,0.5,9
금천구,15,0.013,0.5,9
양천구,20,0.02,0.5,11
강남구,17,0.021,0.5,9
서초구,21,0.023,0.3,13
송파구,20,0.019,0.6,10
강동구,19,0.02,0.4,12
중구,22,0.019,0.5,17
종로구,23,0.018,0.6,14
용산구,7,0.04,0.3,4
은평구,19,0.032,0.3,11
서대문구,19,0.031,0.4,12
마포구,20,0.021,0.5,13
광진구,19,0.022,0.5,12
성동구,20,0.028,0.4,12
중랑구,21,0.024,0.5,11
동대문구,22,0.018,0.5,12
성북구,24,0.019,0.4,15
도봉구,22,0.025,0.5,17
강북구,23,0.023,0.4,13
노원구,20,0.019,0.5,16
강서구,23,0.02,0.5,14
구로구,21,0.026,0.3,16
영등포구,21,0.018,0.5,13
동작구,22,0.021,0.4,13
관악구,19,0.02,0.5,9
금천구,18,0.023,0.5,12
양천구,24,0.02,0.5,14
강남구,20,0.024,0.5,10
서초구,28,0.03,0.3,16
송파구,21,0.027,0.6,11
강동구,20,0.025,0.4,13
중구,32,0.016,0.6,21
종로구,35,0.014,0.6,20
용산구,28,0.013,0.4,15
은평구,30,0.02,0.4,15
서대문구,34,0.017,0.6,19
마포구,30,0.016,0.5,16
광진구,38,0.009,0.6,19
성동구,34,0.014,0.5,19
중랑구,35,0.015,0.5,18
동대문구,32,0.015,0.6,15
성북구,38,0.012,0.5,19
도봉구,33,0.014,0.6,20
강북구,37,0.012,0.6,19
노원구,27,0.013,0.6,20
강서구,33,0.02,0.5,16
구로구,30,0.025,0.4,19
영등포구,30,0.015,0.6,16
동작구,39,0.015,0.5,20
관악구,30,0.015,0.6,14
금천구,31,0.018,0.6,19
양천구,34,0.019,0.5,17
강남구,33,0.015,0.6,17
서초구,42,0.02,0.4,22
송파구,35,0.012,0.4,19
강동구,39,0.011,0.5,23
중구,79,0.004,0.9,71
종로구,79,0.004,1,62
용산구,64,0.004,0.8,50
은평구,66,0.009,0.5,54
서대문구,76,0.007,0.8,66
마포구,66,0.004,0.9,57
광진구,75,0.003,0.7,60
성동구,76,0.004,0.8,58
중랑구,83,0.005,0.8,59
동대문구,73,0.004,0.9,56
성북구,71,0.004,0.8,57
도봉구,76,0.006,0.8,65
강북구,86,0.007,0.7,65
노원구,72,0.005,0.9,66
강서구,78,0.006,0.8,50
구로구,70,0.01,0.6,60
영등포구,67,0.005,0.9,56
동작구,79,0.008,0.8,57
관악구,65,0.006,1,49
금천구,58,0.008,0.8,47
양천구,77,0.007,0.9,57
강남구,69,0.005,0.8,56
서초구,90,0.01,0.7,61
송파구,62,0.004,0.9,50
강동구,88,0.005,0.7,70
중구,60,0.008,0.8,53
종로구,60,0.009,0.8,45
용산구,52,0.007,0.7,38
은평구,56,0.011,0.5,45
서대문구,59,0.009,0.8,49
마포구,52,0.006,0.9,47
광진구,55,0.007,0.7,40
성동구,56,0.007,0.7,42
중랑구,60,0.009,0.7,41
동대문구,54,0.009,0.8,39
성북구,58,0.008,0.7,44
도봉구,58,0.013,0.8,49
강북구,70,0.011,0.7,50
노원구,53,0.009,0.8,48
강서구,62,0.009,0.9,39
구로구,61,0.011,0.6,49
영등포구,56,0.007,0.8,45
동작구,70,0.005,0.8,49
관악구,58,0.006,0.9,44
금천구,61,0.006,0.8,48
양천구,65,0.009,0.9,48
강남구,54,0.007,0.8,41
서초구,75,0.012,0.6,48
송파구,51,0.006,0.8,40
강동구,63,0.007,0.6,48
중구,32,0.009,0.6,26
종로구,33,0.008,0.7,24
용산구,31,0.007,0.6,21
은평구,23,0.017,0.6,16
서대문구,28,0.011,0.8,22
마포구,28,0.007,0.7,23
광진구,31,0.007,0.6,20
성동구,29,0.007,0.6,22
중랑구,32,0.011,0.6,21
동대문구,28,0.008,0.7,19
성북구,31,0.007,0.8,21
도봉구,27,0.012,0.7,21
강북구,32,0.013,0.5,22
노원구,27,0.009,0.7,26
강서구,38,0.007,0.7,22
구로구,34,0.01,0.5,28
영등포구,32,0.006,0.7,24
동작구,37,0.008,0.6,25
관악구,35,0.006,0.8,23
금천구,32,0.007,0.7,24
양천구,37,0.007,0.7,25
강남구,30,0.007,0.7,22
서초구,47,0.011,0.6,27
송파구,31,0.006,0.8,24
강동구,39,0.008,0.6,28
중구,23,0.022,0.4,18
종로구,24,0.02,0.4,17
용산구,25,0.022,0.4,15
은평구,20,0.027,0.8,13
서대문구,21,0.025,0.7,13
마포구,22,0.018,0.4,16
광진구,16,0.022,0.4,9
성동구,22,0.024,0.4,15
중랑구,25,0.019,0.5,14
동대문구,20,0.025,0.4,12
성북구,21,0.026,0.6,13
도봉구,18,0.03,0.5,13
강북구,27,0.02,0.4,17
노원구,18,0.023,0.4,16
강서구,24,0.025,0.4,14
구로구,19,0.027,0.3,14
영등포구,23,0.02,0.4,15
동작구,29,0.019,0.4,18
관악구,24,0.019,0.5,15
금천구,25,0.019,0.5,18
양천구,26,0.02,0.4,17
강남구,21,0.024,0.5,14
서초구,27,0.026,0.3,14
송파구,23,0.019,0.5,15
강동구,26,0.02,0.5,18
중구,40,0.027,0.4,21
종로구,41,0.022,0.5,20
용산구,29,0.025,0.4,18
은평구,27,0.032,0.8,16
서대문구,26,0.029,0.6,16
마포구,29,0.022,0.4,17
광진구,25,0.027,0.3,14
성동구,32,0.028,0.4,19
중랑구,29,0.028,0.4,15
동대문구,28,0.028,0.4,15
성북구,25,0.031,0.6,16
도봉구,25,0.034,0.4,16
강북구,51,0.023,0.3,20
노원구,25,0.026,0.4,22
강서구,35,0.03,0.3,18
구로구,26,0.032,0.3,17
영등포구,28,0.025,0.4,17
동작구,41,0.024,0.3,21
관악구,32,0.024,0.4,17
금천구,32,0.024,0.4,20
양천구,38,0.024,0.4,20
강남구,31,0.029,0.4,17
서초구,31,0.033,0.2,16
송파구,29,0.023,0.5,20
강동구,37,0.027,0.4,22
중구,24,0.025,0.5,21
종로구,28,0.021,0.6,19
용산구,23,0.022,0.5,17
은평구,23,0.027,1,17
서대문구,21,0.025,0.8,18
마포구,22,0.02,0.6,17
광진구,22,0.022,0.5,15
성동구,25,0.026,0.5,19
중랑구,25,0.046,0.6,14
동대문구,23,0.024,0.6,16
성북구,24,0.025,0.7,16
도봉구,20,0.029,0.5,15
강북구,32,0.023,0.5,18
노원구,22,0.022,0.6,20
강서구,28,0.026,0.5,18
구로구,26,0.028,0.4,19
영등포구,26,0.022,0.6,20
동작구,31,0.022,0.5,22
관악구,24,0.021,0.6,18
금천구,25,0.022,0.6,19
양천구,26,0.023,0.6,20
강남구,23,0.025,0.6,17
서초구,27,0.03,0.4,18
송파구,23,0.02,0.6,19
강동구,27,0.022,0.5,22
중구,64,0.018,0.7,57
종로구,65,0.018,0.8,49
용산구,61,0.019,0.7,44
은평구,62,0.026,1,50
서대문구,58,0.031,0.8,48
마포구,59,0.017,0.8,53
광진구,57,0.02,0.6,44
성동구,59,0.021,0.7,45
중랑구,60,0.025,0.7,36
동대문구,63,0.018,0.8,48
성북구,63,0.018,1,49
도봉구,58,0.023,0.8,49
강북구,69,0.021,0.7,48
노원구,60,0.018,0.9,53
강서구,76,0.018,0.7,50
구로구,68,0.022,0.5,56
영등포구,63,0.016,0.8,51
동작구,71,0.017,0.7,54
관악구,65,0.016,0.8,47
금천구,67,0.017,0.8,53
양천구,73,0.019,0.8,54
강남구,59,0.02,0.7,43
서초구,74,0.025,0.5,51
송파구,63,0.016,0.8,50
강동구,64,0.018,0.7,52
중구,80,0.011,0.8,71
종로구,86,0.01,0.9,62
용산구,72,0.009,0.8,53
은평구,75,0.013,1.1,60
서대문구,79,0.012,1.1,64
마포구,67,0.011,0.8,59
광진구,81,0.009,0.8,66
성동구,82,0.012,0.8,59
중랑구,80,0.014,0.8,49
동대문구,83,0.01,1,62
성북구,81,0.009,1,63
도봉구,75,0.016,0.8,64
강북구,93,0.012,0.8,65
노원구,76,0.013,0.9,68
강서구,84,0.013,0.8,54
구로구,85,0.016,0.6,68
영등포구,71,0.01,0.6,57
동작구,91,0.011,0.8,68
관악구,81,0.01,0.9,60
금천구,83,0.01,0.8,64
양천구,82,0.01,0.8,59
강남구,77,0.009,0.9,56
서초구,96,0.017,0.6,64
송파구,78,0.009,0.9,62
강동구,88,0.011,0.9,69
중구,76,0.016,0.7,67
종로구,76,0.014,0.8,54
용산구,68,0.012,0.7,51
은평구,70,0.017,1.1,55
서대문구,73,0.016,1,61
마포구,65,0.013,0.7,56
광진구,72,0.01,0.9,58
성동구,71,0.012,0.7,51
중랑구,73,0.012,0.8,43
동대문구,69,0.016,0.8,52
성북구,67,0.014,0.9,52
도봉구,61,0.021,0.7,49
강북구,68,0.017,0.7,44
노원구,56,0.011,0.8,48
강서구,80,0.018,0.7,50
구로구,73,0.022,0.5,61
영등포구,65,0.015,0.4,52
동작구,78,0.016,0.7,59
관악구,69,0.014,0.7,53
금천구,65,0.011,0.7,50
양천구,77,0.018,0.7,54
강남구,66,0.015,0.7,48
서초구,84,0.018,0.5,59
송파구,63,0.012,0.7,53
강동구,77,0.011,0.7,60
중구,51,0.006,0.8,40
종로구,49,0.004,1,34
용산구,42,0.007,0.7,29
은평구,38,0.015,1,30
서대문구,39,0.018,0.9,30
마포구,42,0.006,0.8,35
광진구,48,0.005,0.9,35
성동구,49,0.006,0.8,33
중랑구,48,0.009,0.7,25
동대문구,50,0.005,0.8,33
성북구,47,0.006,1,34
도봉구,46,0.009,0.9,36
강북구,47,0.011,0.7,31
노원구,48,0.005,0.9,40
강서구,58,0.005,0.9,34
구로구,50,0.009,0.6,40
영등포구,49,0.005,0.6,34
동작구,58,0.005,0.8,37
관악구,48,0.004,0.9,32
금천구,43,0.005,0.7,32
양천구,56,0.006,0.9,36
강남구,46,0.005,0.8,32
서초구,59,0.009,0.6,37
송파구,48,0.004,0.9,34
강동구,53,0.007,0.7,37
중구,53,0.007,0.8,39
종로구,55,0.008,0.9,36
용산구,56,0.007,0.8,34
은평구,49,0.012,0.9,30
서대문구,54,0.012,1,34
마포구,52,0.008,0.8,36
광진구,57,0.007,0.8,33
성동구,54,0.007,0.7,34
중랑구,54,0.009,0.7,26
동대문구,51,0.01,0.8,31
성북구,55,0.009,0.9,32
도봉구,52,0.013,0.8,34
강북구,59,0.011,0.7,37
노원구,46,0.008,0.9,38
강서구,68,0.01,0.9,34
구로구,53,0.014,0.6,34
영등포구,55,0.009,0.7,35
동작구,65,0.008,0.8,39
관악구,59,0.008,0.9,35
금천구,52,0.009,0.7,34
양천구,63,0.011,0.8,36
강남구,53,0.007,0.7,32
서초구,64,0.014,0.6,36
송파구,57,0.008,0.8,36
강동구,61,0.007,0.7,40
중구,42,0.016,0.6,33
종로구,50,0.011,0.8,35
용산구,42,0.006,0.6,31
은평구,44,0.019,0.8,28
서대문구,49,0.016,1,32
마포구,43,0.012,0.7,32
광진구,50,0.011,0.8,31
성동구,47,0.012,0.6,31
중랑구,49,0.015,0.7,26
동대문구,46,0.014,0.8,31
성북구,50,0.012,0.8,32
도봉구,48,0.017,0.8,33
강북구,52,0.016,0.6,34
노원구,42,0.013,0.7,36
강서구,53,0.017,0.6,29
구로구,45,0.021,0.4,29
영등포구,43,0.015,0.6,28
동작구,53,0.014,0.6,33
관악구,48,0.015,0.7,29
금천구,47,0.012,0.6,32
양천구,53,0.016,0.7,32
강남구,45,0.014,0.7,29
서초구,52,0.022,0.4,30
송파구,49,0.011,0.7,33
강동구,54,0.012,0.6,39
중구,34,0.021,0.5,28
종로구,37,0.018,0.6,26
용산구,35,0.021,0.5,26
은평구,32,0.027,0.7,21
서대문구,34,0.025,0.9,25
마포구,32,0.021,0.5,26
광진구,36,0.019,0.7,23
성동구,36,0.023,0.5,25
중랑구,38,0.02,0.6,20
동대문구,34,0.022,0.6,22
성북구,34,0.022,0.7,21
도봉구,33,0.027,0.6,23
강북구,43,0.022,0.5,27
노원구,34,0.022,0.6,29
강서구,38,0.027,0.5,23
구로구,30,0.03,0.4,23
영등포구,32,0.024,0.5,24
동작구,42,0.02,0.5,28
관악구,37,0.021,0.6,25
금천구,39,0.018,0.5,29
양천구,39,0.022,0.6,26
강남구,33,0.025,0.6,23
서초구,37,0.03,0.4,23
송파구,35,0.02,0.6,26
강동구,43,0.019,0.6,32
중구,39,0.029,0.5,34
종로구,42,0.024,0.5,33
용산구,42,0.027,0.5,31
은평구,41,0.033,0.7,28
서대문구,40,0.031,0.6,29
마포구,39,0.023,0.5,32
광진구,39,0.028,0.7,25
성동구,42,0.033,0.5,29
중랑구,39,0.028,0.5,22
동대문구,37,0.031,0.5,26
성북구,39,0.033,0.6,27
도봉구,35,0.037,0.5,27
강북구,46,0.03,0.5,32
노원구,36,0.029,0.5,32
강서구,48,0.03,0.5,29
구로구,37,0.034,0.4,27
영등포구,39,0.026,0.5,30
동작구,49,0.023,0.5,35
관악구,41,0.027,0.5,30
금천구,42,0.025,0.5,32
양천구,48,0.024,0.6,33
강남구,38,0.033,0.5,28
서초구,42,0.038,0.4,28
송파구,42,0.026,0.6,32
강동구,44,0.029,0.5,34
중구,34,0.014,0.5,27
종로구,35,0.012,0.6,25
용산구,37,0.012,0.6,24
은평구,34,0.019,0.7,21
서대문구,35,0.015,0.7,24
마포구,36,0.012,0.6,27
광진구,38,0.01,0.7,23
성동구,37,0.012,0.5,23
중랑구,38,0.011,0.6,19
동대문구,31,0.015,0.6,19
성북구,36,0.013,0.7,22
도봉구,33,0.017,0.6,25
강북구,42,0.015,0.5,28
노원구,34,0.012,0.6,29
강서구,44,0.015,0.5,24
구로구,30,0.017,0.4,22
영등포구,36,0.011,0.6,24
동작구,45,0.01,0.5,29
관악구,36,0.01,0.6,22
금천구,38,0.011,0.6,26
양천구,44,0.013,0.6,27
강남구,33,0.012,0.6,22
서초구,41,0.015,0.4,23
송파구,37,0.009,0.7,24
강동구,44,0.009,0.6,31
중구,38,0.011,0.5,24
종로구,37,0.011,0.6,22
용산구,37,0.011,0.5,21
은평구,39,0.014,0.6,18
서대문구,38,0.014,0.7,20
마포구,35,0.01,0.5,21
광진구,39,0.011,0.6,17
성동구,36,0.013,0.5,19
중랑구,38,0.012,0.6,15
동대문구,33,0.012,0.5,16
성북구,37,0.013,0.6,19
도봉구,35,0.016,0.6,19
강북구,44,0.012,0.5,23
노원구,31,0.013,0.5,25
강서구,45,0.015,0.5,20
구로구,35,0.017,0.4,20
영등포구,35,0.012,0.5,19
동작구,47,0.009,0.5,25
관악구,38,0.01,0.6,19
금천구,41,0.012,0.5,23
양천구,47,0.013,0.6,23
강남구,35,0.012,0.5,19
서초구,46,0.017,0.4,19
송파구,38,0.011,0.6,20
강동구,45,0.012,0.5,26
중구,21,0.023,0.3,13
종로구,23,0.019,0.4,13
용산구,23,0.022,0.3,11
은평구,23,0.027,0.5,9
서대문구,24,0.026,0.4,11
마포구,19,0.02,0.4,7
광진구,22,0.021,0.5,6
성동구,22,0.025,0.3,11
중랑구,21,0.022,0.4,8
동대문구,19,0.023,0.4,8
성북구,22,0.027,0.6,8
도봉구,19,0.03,0.3,9
강북구,26,0.024,0.3,13
노원구,18,0.024,0.4,14
강서구,23,0.027,0.3,11
구로구,16,0.029,0.3,8
영등포구,20,0.021,0.4,10
동작구,27,0.018,0.3,13
관악구,21,0.022,0.4,9
금천구,22,0.023,0.3,13
양천구,26,0.024,0.4,12
강남구,21,0.024,0.4,11
서초구,24,0.031,0.2,10
송파구,23,0.019,0.4,12
강동구,23,0.023,0.4,13
중구,23,0.018,0.5,19
종로구,25,0.015,0.5,18
용산구,24,0.019,0.4,16
은평구,22,0.019,0.6,13
서대문구,23,0.018,0.8,16
마포구,22,0.016,0.5,17
광진구,26,0.016,0.6,15
성동구,23,0.021,0.4,16
중랑구,25,0.017,0.5,12
동대문구,23,0.019,0.5,14
성북구,26,0.019,0.9,16
도봉구,22,0.022,0.5,15
강북구,28,0.02,0.4,17
노원구,22,0.015,0.5,20
강서구,27,0.021,0.4,16
구로구,19,0.026,0.3,13
영등포구,23,0.018,0.4,15
동작구,30,0.017,0.4,19
관악구,25,0.019,0.5,15
금천구,25,0.018,0.4,18
양천구,28,0.018,0.5,17
강남구,24,0.022,0.5,16
서초구,24,0.027,0.3,15
송파구,25,0.017,0.5,18
강동구,31,0.017,0.5,22
중구,24,0.028,0.4,18
종로구,26,0.023,0.4,18
용산구,26,0.025,0.4,17
은평구,25,0.032,0.6,14
서대문구,24,0.029,0.6,15
마포구,23,0.022,0.3,16
광진구,25,0.026,0.5,12
성동구,26,0.03,0.4,18
중랑구,24,0.025,0.4,12
동대문구,23,0.028,0.4,13
성북구,31,0.03,0.7,13
도봉구,20,0.033,0.4,14
강북구,29,0.029,0.4,19
노원구,22,0.026,0.4,20
강서구,28,0.029,0.4,16
구로구,21,0.032,0.3,14
영등포구,25,0.025,0.4,16
동작구,32,0.022,0.4,20
관악구,27,0.024,0.4,15
금천구,27,0.022,0.4,19
양천구,31,0.025,0.4,18
강남구,24,0.03,0.4,16
서초구,23,0.035,0.2,16
송파구,28,0.023,0.4,17
강동구,28,0.029,0.4,20
중구,71,0.02,0.8,63
종로구,74,0.02,0.8,58
용산구,71,0.018,0.8,58
은평구,69,0.026,1,55
서대문구,70,0.023,1.2,56
마포구,67,0.02,0.5,59
광진구,70,0.016,0.9,56
성동구,70,0.02,0.8,55
중랑구,76,0.02,0.9,46
동대문구,71,0.021,0.9,55
성북구,67,0.023,1.2,55
도봉구,68,0.026,0.8,55
강북구,78,0.025,0.8,58
노원구,69,0.022,0.9,62
강서구,86,0.028,0.8,54
구로구,61,0.031,0.6,48
영등포구,64,0.024,0.8,53
동작구,80,0.019,0.8,57
관악구,67,0.021,0.9,51
금천구,69,0.019,0.8,56
양천구,80,0.024,0.9,61
강남구,67,0.022,0.9,53
서초구,75,0.029,0.6,52
송파구,66,0.016,0.9,54
강동구,87,0.018,0.8,72
중구,64,0.019,0.8,55
종로구,68,0.015,0.9,53
용산구,62,0.014,0.8,49
은평구,67,0.019,1,50
서대문구,69,0.018,1.3,55
마포구,61,0.016,0.4,52
광진구,69,0.013,0.9,52
성동구,63,0.017,0.8,49
중랑구,67,0.014,0.9,40
동대문구,63,0.019,0.8,46
성북구,67,0.016,1.2,51
도봉구,65,0.018,0.9,52
강북구,78,0.018,0.8,55
노원구,64,0.011,1,57
강서구,75,0.022,0.7,48
구로구,63,0.022,0.6,49
영등포구,63,0.019,0.8,49
동작구,75,0.019,0.7,54
관악구,66,0.018,0.8,49
금천구,70,0.016,0.8,55
양천구,73,0.02,0.8,53
강남구,62,0.021,0.8,47
서초구,73,0.026,0.6,48
송파구,66,0.014,0.8,52
강동구,77,0.014,0.8,61
중구,25,0.017,0.5,21
종로구,25,0.014,0.6,17
용산구,27,0.018,0.5,20
은평구,30,0.016,0.7,18
서대문구,28,0.02,0.7,19
마포구,28,0.013,0.3,19
광진구,26,0.019,0.5,16
성동구,25,0.022,0.4,19
중랑구,25,0.018,0.5,13
동대문구,24,0.017,0.5,14
성북구,29,0.017,0.8,17
도봉구,22,0.019,0.5,16
강북구,31,0.018,0.5,20
노원구,22,0.014,0.6,20
강서구,42,0.012,0.6,28
구로구,26,0.023,0.4,19
영등포구,30,0.016,0.5,19
동작구,33,0.016,0.5,21
관악구,31,0.015,0.6,19
금천구,33,0.013,0.6,25
양천구,38,0.016,0.6,26
강남구,25,0.02,0.5,17
서초구,28,0.024,0.3,18
송파구,26,0.017,0.5,19
강동구,29,0.017,0.5,22
중구,15,0.02,0.4,11
종로구,18,0.015,0.6,12
용산구,17,0.017,0.4,10
은평구,15,0.019,0.6,6
서대문구,15,0.022,0.8,8
마포구,20,0.012,0.3,11
광진구,14,0.019,0.4,6
성동구,18,0.018,0.4,12
중랑구,17,0.017,0.5,7
동대문구,17,0.014,0.5,8
성북구,21,0.014,0.8,9
도봉구,13,0.018,0.5,9
강북구,18,0.019,0.4,10
노원구,16,0.013,0.6,13
강서구,27,0.01,0.5,15
구로구,16,0.022,0.3,10
영등포구,21,0.015,0.5,11
동작구,22,0.015,0.5,12
관악구,19,0.017,0.5,8
금천구,20,0.015,0.4,11
양천구,23,0.019,0.5,12
강남구,18,0.018,0.5,10
서초구,17,0.023,0.3,12
송파구,19,0.015,0.5,10
강동구,19,0.016,0.4,12
중구,15,0.018,0.4,10
종로구,17,0.014,0.5,9
용산구,16,0.016,0.4,8
은평구,14,0.017,0.5,6
서대문구,14,0.023,0.7,6
마포구,19,0.012,0.3,9
광진구,15,0.014,0.5,4
성동구,18,0.015,0.4,10
중랑구,17,0.017,0.4,5
동대문구,17,0.011,0.5,7
성북구,18,0.016,0.7,8
도봉구,13,0.019,0.5,9
강북구,18,0.018,0.4,10
노원구,15,0.016,0.4,11
강서구,22,0.013,0.5,10
구로구,16,0.017,0.4,8
영등포구,21,0.011,0.5,9
동작구,21,0.014,0.4,9
관악구,18,0.014,0.4,7
금천구,17,0.015,0.4,9
양천구,22,0.012,0.6,10
강남구,18,0.014,0.5,8
서초구,15,0.021,0.3,9
송파구,19,0.015,0.5,9
강동구,17,0.018,0.4,9
중구,12,0.021,0.4,8
종로구,13,0.02,0.5,7
용산구,12,0.024,0.3,6
은평구,10,0.029,0.6,4
서대문구,9,0.027,0.5,6
마포구,13,0.019,0.3,6
광진구,10,0.024,0.5,2
성동구,13,0.026,0.3,7
중랑구,15,0.022,0.3,4
동대문구,12,0.02,0.3,3
성북구,15,0.023,0.6,4
도봉구,9,0.026,0.4,2
강북구,15,0.024,0.4,7
노원구,9,0.025,0.3,7
강서구,14,0.022,0.4,6
구로구,11,0.023,0.3,6
영등포구,16,0.016,0.5,7
동작구,15,0.018,0.3,7
관악구,14,0.017,0.4,6
금천구,13,0.019,0.3,8
양천구,16,0.021,0.4,7
강남구,12,0.024,0.4,5
서초구,11,0.028,0.2,8
송파구,13,0.021,0.4,6
강동구,13,0.023,0.3,7
중구,10,0.031,0.3,6
종로구,11,0.027,0.3,6
용산구,10,0.033,0.3,5
은평구,8,0.038,0.7,3
서대문구,7,0.035,0.5,4
마포구,11,0.029,0.3,4
광진구,10,0.031,0.5,2
성동구,11,0.038,0.2,6
중랑구,11,0.03,0.3,3
동대문구,11,0.03,0.2,3
성북구,14,0.032,0.6,3
도봉구,6,0.037,0.3,1
강북구,13,0.031,0.3,6
노원구,8,0.03,0.3,7
강서구,10,0.033,0.3,6
구로구,8,0.036,0.2,4
영등포구,12,0.03,0.4,5
동작구,14,0.026,0.3,6
관악구,13,0.028,0.3,5
금천구,12,0.028,0.3,7
양천구,13,0.031,0.3,5
강남구,11,0.035,0.3,5
서초구,8,0.04,0.2,6
송파구,12,0.028,0.3,6
강동구,12,0.031,0.3,6
중구,26,0.016,0.6,22
종로구,28,0.018,0.6,20
용산구,26,0.019,0.5,20
은평구,25,0.019,0.9,18
서대문구,25,0.019,1,20
마포구,31,0.016,0.5,26
광진구,21,0.015,0.7,16
성동구,26,0.021,0.5,20
중랑구,23,0.02,0.5,13
동대문구,26,0.019,0.4,17
성북구,27,0.022,0.8,17
도봉구,22,0.026,0.5,15
강북구,26,0.021,0.5,18
노원구,24,0.017,0.6,22
강서구,42,0.019,0.6,25
구로구,29,0.02,0.4,24
영등포구,32,0.016,0.8,24
동작구,37,0.014,0.6,26
관악구,33,0.014,0.6,22
금천구,33,0.014,0.6,26
양천구,41,0.018,0.6,27
